index_hex,snes_addr,old_label,new_label,category,word_count,byte_count,text_preview
187,B7F354,DATA16_B7F354,Text_187_Animal_AutoMilkingYogurtMakerSpecial,Animal,97,194,"""Auto Milking <$0040> Yogurt-Maker: Special Version"" I wish it would be finished by spring..."
188,B7F416,DATA16_B7F416,Text_188_Dialog_TimeGoesQuicklyFeelLike,Dialog,70,140,Time goes by really quickly.I feel like I met you only afew days ago.
189,B7F4A2,DATA16_B7F4A2,Text_189_Weather_WeatherBeautifulLetsGoPicnic,Weather,75,150,The weather is beautiful. Let's go on a picnic to the mountain top soon.
18A,B7F538,DATA16_B7F538,Text_18A_Dialog_LaLaLaLaLa,Dialog,71,142,La-la-la-la-la... The sky is blue. I somehow feel cheerful.
18B,B7F5C6,DATA16_B7F5C6,Text_18B_Sign_MysteriousFlowerMountainSomedayDreaming,Sign,95,190,That mysterious flower in the mountain:someday I'm dreaming of growing them at the ranch.
18C,B7F684,DATA16_B7F684,Text_18C_Dialog_GoodMorningSweetheartWasSparrow,Dialog,122,244,Good morning: sweetheart. There was a sparrow playing in front of our house some minutes ago. It was so cute.
18D,B7F778,DATA16_B7F778,Text_18D_Romance_WantCookDeliciousMealsEvery,Romance,53,106,I want to cook delicious meals for you every day.
18E,B7F7E2,DATA16_B7F7E2,Text_18E_Dialog_EpMayDescendedOfaThoroughbred,Dialog,112,224,<CTRL_FFFD>ep may be the descended ofa Thoroughbred. Don't you think so? It has a pretty fine coat of hair.
18F,B7F8C2,DATA16_B7F8C2,Text_18F_Dialog_SpringWonderful,Dialog,25,50,Yes:spring is wonderful.
190,B7F8F4,DATA16_B7F8F4,Text_190_Dialog_GraduallyGettingUsedLivingLonely,Dialog,103,206,Gradually I am getting used to living here. What? Am I lonely? Oh:come on:you are here beside me.
191,B7F9C2,DATA16_B7F9C2,Text_191_Sign_ManyKindsAnimalsMountainGive,Sign,87,174,There are many kinds of animals in the mountain. Doesnt' that give you comfort?
192,B7FA70,DATA16_B7FA70,Text_192_Romance_CookEvening,Romance,37,74,What should I cook this evening?
193,B7FABA,DATA16_B7FABA,Text_193_Dialog_HoneyWork,Dialog,25,50,Honey: please work well.
194,B7FAEC,DATA16_B7FAEC,Text_194_Dialog_SundaysRanch,Dialog,35,70,There are no Sundays at ranch.
195,B7FB32,DATA16_B7FB32,Text_195_Dialog_WarmSuchComfortableSunday,Dialog,48,96,It's warm. Such a comfortable Sunday.
196,B7FB92,DATA16_B7FB92,Text_196_Dialog_WorkDayLike,Dialog,34,68,Do you work on a day like this?
197,B7FBD6,DATA16_B7FBD6,Text_197_Weather_RainingHardOutsideMightCatch,Weather,62,124,It's raining so hard outside. You might catch cold.
198,B7FC52,DATA16_B7FC52,Text_198_Weather_SnowHardlyWaitforSpring,Weather,40,80,"What snow, I can hardly waitfor spring."
199,B7FCA2,DATA16_B7FCA2,Text_199_Dialog_QuietLikeTimeStops,Dialog,40,80,It's so quiet. Just like time stops.
19A,B7FCF2,DATA16_B7FCF2,Text_19A_Dialog_GoingBackMyParentsHome,Dialog,43,86,"I'm going back to my parents' home,"
19B,B7FD48,DATA16_B7FD48,Text_19B_Dialog_CamePickMeUpSorry,Dialog,41,82,You came to pick me up? ......Sorry.
19C,B7FD9A,DATA16_B7FD9A,Text_19C_Dialog_AngryAnyMoreOnlyLittle,Dialog,45,90,"I am not angry any more, Only a little..."
19D,B7FDF4,DATA16_B7FDF4,Text_19D_Dialog_WaaaMissed,Dialog,19,38,Waaa:I missed you.
19E,B7FE1A,DATA16_B7FE1A,Text_19E_Dialog_BackHonestWasSorry,Dialog,49,98,OK:I'll be back. To be honest: I was sorry.
19F,B7FE7C,DATA16_B7FE7C,Text_19F_Dialog_KnowGetMadatBecauseyouAlways,Dialog,83,166,You don't know why I get madat you: do you? It's becauseyou always leave me alone.
1A0,B7FF22,DATA16_B7FF22,Text_1A0_Dialog_DarlingShallPaintHouseBeautiful,Dialog,63,126,Hey:darling:shall we paint our house in a beautiful color?
1A1,B7FFA0,DATA16_B7FFA0,Text_1A1_Dialog_HasBecomePrettyHouse,Dialog,48,96,It has become a pretty house.
1A2,B88000,DATA16_B88000,Text_1A2_Dialog_UummmmSayUmmGuessPregnant,Dialog,78,156,Well...Uummmm...say... I...umm.. I guess I'm pregnant.
1A3,B8809C,DATA16_B8809C,Text_1A3_Dialog_ItllBornSomeTimeLater,Dialog,35,70,It'll be born some time later.
1A4,B880E2,DATA16_B880E2,Text_1A4_Dialog_ThinkNameFortheBaby,Dialog,38,76,Will you think of a name forthe baby?
1A5,B8812E,DATA16_B8812E,Text_1A5_Dialog_FeelMyBodyBecomingLittle,Dialog,44,88,I feel my body becoming a little heavier.
1A6,B88186,DATA16_B88186,Text_1A6_Romance_WonderIfBoyorGirl,Romance,39,78,I wonder if it will be a boyor a girl.
1A7,B881D4,DATA16_B881D4,Text_1A7_Dialog_KnowWalkAroundMuch,Dialog,37,74,I know.I won't walk around so much.
1A8,B8821E,DATA16_B8821E,Text_1A8_Dialog_FeelStrangeGoingHaveBaby,Dialog,55,110,I feel strange that I'm going to have a baby soon.
1A9,B8828C,DATA16_B8828C,Text_1A9_Dialog_GetOutMyWayGet,Dialog,28,56,"Get out of my way: get out,"
1AA,B882C4,DATA16_B882C4,Text_1AA_Dialog_HoneyWorryGoWorkC,Dialog,88,176,I'm OK:honey.Don't worry. Please go to work. Really? No: no: no<CHOICE_OR_WAIT>c
1AB,B88374,DATA16_B88374,Text_1AB_Dialog_Alright,Dialog,17,34,I'll do alright.
1AC,B88396,DATA16_B88396,Text_1AC_Dialog_MeThank,Dialog,28,56,Are you with me? Thank you.
1AD,B883CE,DATA16_B883CE,Text_1AD_Dialog_UughUugh,Dialog,14,28,uugh..uugh...
1AE,B883EA,DATA16_B883EA,Text_1AE_Church_MyGodBabyComing,Church,36,72,"Oh my God:the baby is coming,"
1AF,B88432,DATA16_B88432,Text_1AF_Dialog_FalteringFaltering,Dialog,21,42,Faltering:faltering.
1B0,B8845C,DATA16_B8845C,Text_1B0_Dialog_TakeEasy,Dialog,14,28,Take it easy.
1B1,B88478,DATA16_B88478,Text_1B1_Dialog_WalkingAbout,Dialog,24,48,Don't be walking about.
1B2,B884A8,DATA16_B884A8,Text_1B2_Dialog_GuessGotOldEnoughAble,Dialog,74,148,I guess I've got to be old enough to be able to see my great grandchild.
1B3,B8853C,DATA16_B8853C,Text_1B3_Dialog_WaahWaah,Dialog,13,26,Waah-waah...
1B4,B88556,DATA16_B88556,Text_1B4_Dialog_HoHoHoVeryHealthy,Dialog,46,92,Ho-ho-ho...It's a very healthy baby boy.
1B5,B885B2,DATA16_B885B2,Text_1B5_Dialog_Great,Dialog,7,14,"Great,"
1B6,B885C0,DATA16_B885C0,Text_1B6_Dialog_PhewHaventNervousYears,Dialog,47,94,Phew...I haven't been this nervous for years.
1B7,B8861E,DATA16_B8861E,Text_1B7_Romance_LooksLikeNinaButHas,Romance,63,126,Yes: he looks like Nina. Well...but he has your eyes:maybe.
1B8,B8869C,DATA16_B8869C,Text_1B8_Animal_RemindsMeNinaWasBorn,Animal,38,76,It reminds me of when Nina was born.
1B9,B886E8,DATA16_B886E8,Text_1B9_Animal_RemindsMeEveWasBorn,Animal,38,76,It reminds me of when Eve was born.
1BA,B88734,DATA16_B88734,Text_1BA_Dialog_DarlingNameHim,Dialog,26,52,Darling: please name him.
1BB,B88768,DATA16_B88768,Text_1BB_Dialog_ThankHoneyHappy,Dialog,35,70,Thank you: honey. I'm so happy.
1BC,B887AE,DATA16_B887AE,Text_1BC_Dialog_JqCmCrGsBaby,Dialog,41,82,<CTRL_FFFD>jq:<CTRL_FFFC>cm<CTRL_FFFD>cr of <CTRL_FFFD>gs. Our baby was born.
1BD,B88800,DATA16_B88800,Text_1BD_Romance_PresentGladRememberedAnniversary,Romance,69,138,What? Present? I'm so glad that you remembered the anniversary.
1BE,B8888A,DATA16_B8888A,Text_1BE_Dialog_LaLaLa,Dialog,9,18,La-la-la
1BF,B8889C,DATA16_B8889C,Text_1BF_Romance_JtCnCuGvGot,Romance,44,88,<CTRL_FFFD>jt:<CTRL_FFFC>cn<CTRL_FFFD>cu of <CTRL_FFFD>gv. We got married today.
1C0,B888F4,DATA16_B888F4,Text_1C0_Dialog_Dah,Dialog,7,14,Dah...
1C1,B88902,DATA16_B88902,Text_1C1_Dialog_DaDa,Dialog,9,18,Da-da...
1C2,B88914,DATA16_B88914,Text_1C2_Dialog_BooBoo,Dialog,11,22,Boo-boo...
1C3,B8892A,DATA16_B8892A,Text_1C3_Shop_BlueFeatherHappinessHappinessDifferent,Shop,205,410,"This is ""Blue feather of happiness.""Well:happiness is different for each one though. Right now: it's only <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G, Buy it Don't buy it Money <CTRL_FFFC>ho<CTRL_B2>G<CHOICE_OR_WAIT>c"
1C4,B88AC4,DATA16_B88AC4,Text_1C4_Church_GodBless,Church,15,30,"God bless you,"
1C5,B88AE2,DATA16_B88AE2,Text_1C5_Dialog_ConsiderManyTimesBecauseBig,Dialog,76,152,Yes: you should consider it many times because it a big choice of life.
1C6,B88B7A,DATA16_B88B7A,Text_1C6_Romance_SillyMarried,Romance,28,56,Don't be silly:I'm married.
1C7,B88BB2,DATA16_B88BB2,Text_1C7_Dialog_WhoPlayingJokeYoungMan,Dialog,42,84,Who are you playing a joke on:young man?
1C8,B88C06,DATA16_B88C06,Text_1C8_Dialog_Come,Dialog,20,40,"That's it, Come on,"
1C9,B88C2E,DATA16_B88C2E,Text_1C9_Dialog_GivingWrongPerson,Dialog,42,84,Hey: you are giving it to a wrong person.
1CA,B88C82,DATA16_B88C82,Text_1CA_Romance_HaveGiveGirlLoveGirl,Romance,80,160,You have to give it to the girl you love: OK? To the girl you want to marry.
1CB,B88D22,DATA16_B88D22,Text_1CB_Dialog_WowBlueFeatherShowMe,Dialog,43,86,"Wow:the blue feather, Show it to me."
1CC,B88D78,DATA16_B88D78,Text_1CC_Animal_GoodMorningExcuseMeBothering,Animal,244,488,"Good morning. Please excuse me for bothering you so early in the morning but have you seen Maria? When I woke up:her bed was empty. Oh Lord:now that she's not here:then:where on earth is she now? Please,Will you look for"
1CD,B88F60,DATA16_B88F60,Text_1CD_Romance_MariaDadWasWrongCome,Romance,68,136,"Oh:Maria, Your dad was wrong.Please:please come back to me,"
1CE,B88FE8,DATA16_B88FE8,Text_1CE_Romance_UsuallyQuietGirlButReason,Romance,139,278,She is usually a quiet girl but...reason? ho-ho-ho: it's her father's fault.I'm sorry to trouble you.But please look for her.
1CF,B890FE,DATA16_B890FE,Text_1CF_Romance_SeemsMariaFatherArguedOver,Romance,52,104,It seems Maria and her father argued over you.
1D0,B89166,DATA16_B89166,Text_1D0_Sign_ThinkMariaWentUpThemountain,Sign,82,164,I think Maria went up to themountain.She said she wanted to go there alone.
1D1,B8920A,DATA16_B8920A,Text_1D1_Mountain_MariaGoWenttoExactlyNortheast,Mountain,78,156,Where did Maria go? She wentto...exactly northeast. You see a pond there.
1D2,B892A6,DATA16_B892A6,Text_1D2_Church_RushAboutPrayingWhile,Church,49,98,Don't rush.How about praying for a while?
1D3,B89308,DATA16_B89308,Text_1D3_Romance_GirlHaventSeenAny,Romance,38,76,Hello.A girl? No: I haven't seen any.
1D4,B89354,DATA16_B89354,Text_1D4_Romance_WantTodayLookingGirl,Romance,64,128,Hi.What do you want today? What? Are you looking for a girl?
1D5,B893D4,DATA16_B893D4,Text_1D5_Dialog_UummNKnowSureKnow,Dialog,89,178,Uumm:n-no:I don't know. I sure don't know:really. She's not hiding behind the bed.
1D6,B89486,DATA16_B89486,Text_1D6_Dialog_SorryGoingHomeThank,Dialog,43,86,I'm sorry..I'm...going home.Hey:thank you.
1D7,B894DC,DATA16_B894DC,Text_1D7_Dialog_WhatsGoing,Dialog,33,66,What's going on here:hey: you?
1D8,B8951E,DATA16_B8951E,Text_1D8_Romance_HoHoHoMariaBack,Romance,129,258,Ho-ho-ho:Maria is in the back room. She is my daughter. She does the same thing as me. She's just a little sulky.
1D9,B89620,DATA16_B89620,Text_1D9_Dialog_Rude,Dialog,10,20,"How rude,"
1DA,B89634,DATA16_B89634,Text_1DA_Dialog_LikeSmellMuch,Dialog,34,68,I don't like this smell so much.
1DB,B89678,DATA16_B89678,Text_1DB_Weather_HaveSeenMyWeatherCock,Weather,227,454,Hey:have you seen my weather-cock? The one on the top of my roof. It was blown away by the strong wind last night. I suppose it came here but please let me know if you find it.
1DC,B8983E,DATA16_B8983E,Text_1DC_Weather_MadeWeatherCockFormyWife,Weather,125,250,I made that weather-cock formy wife.so it's just like a memento for Ann. She's usually cheerful but now she's so depressed.
1DD,B89938,DATA16_B89938,Text_1DD_Weather_DirectionWhichWeatherCockWent,Weather,128,256,"The Direction in which the weather-cock went to? Somewhere you can keep away from the rain.And the key word is chicken,"
1DE,B89A38,DATA16_B89A38,Text_1DE_Dialog_FindAha,Dialog,27,54,You can't find it...aha...
1DF,B89A6E,DATA16_B89A6E,Text_1DF_Dialog_CameBackHomeSuchAhurry,Dialog,91,182,She came back home in such ahurry:went into her room right away: and still stays there.
1E0,B89B24,DATA16_B89B24,Text_1E0_Animal_TraditionAreaCalledBlueFeather,Animal,133,266,"That's a tradition in this area called ""Blue feather ofhappiness."" Use it when you make a marriage proposal to someone."
1E1,B89C2E,DATA16_B89C2E,Text_1E1_Dialog_HangingMyMemoryButPrecious,Dialog,79,158,"I'm not hanging on to my memory but it's so precious for me. ....Thank you,"
1E2,B89CCC,DATA16_B89CCC,Text_1E2_Town_NiceYoungPeopleWantCheerful,Town,85,170,"How nice the young people are, Yes:I want her to be cheerful all the time. Sure."
1E3,B89D76,DATA16_B89D76,Text_1E3_Sign_NinaHasntBackSinceWent,Sign,90,180,"Nina hasn't been back since she went to the mountain to find a herb. Please look for her,"
1E4,B89E2A,DATA16_B89E2A,Text_1E4_Dialog_DadOutTakingCareMother,Dialog,43,86,Her Dad is out taking care of her mother.
1E5,B89E80,DATA16_B89E80,Text_1E5_Town_HerbGrassTinyLittleWhite,Town,66,132,.....Herb.... A grass with a tiny little white flower...
1E6,B89F04,DATA16_B89F04,Text_1E6_Romance_MmmmGirlFellDownDark,Romance,93,186,Mmmm:a girl fell down in a dark: small place. Go get her right away before it's too late.
1E7,B89FBE,DATA16_B89FBE,Text_1E7_Dialog_ThankGoodMomBetter,Dialog,49,98,...Thank you.Good.Mom will be better with this.
1E8,B8A020,DATA16_B8A020,Text_1E8_Dialog_MoveAnyMore,Dialog,34,68,....No:I can't move any more.
1E9,B8A064,DATA16_B8A064,Text_1E9_Romance_HehHehNinaAlwaysWants,Romance,101,202,Heh-heh:Nina always wants to make up to everyone so it must be hard for you to take care of her.
1EA,B8A12E,DATA16_B8A12E,Text_1EA_Dialog_HaveDoneTimeAllPretty,Dialog,63,126,What have you done this time? They all are pretty angry.
1EB,B8A1AC,DATA16_B8A1AC,Text_1EB_Dialog_MyPChanGoneIf,Dialog,68,136,My P-chan is gone. If you see her: please let me know.Promise me.
1EC,B8A234,DATA16_B8A234,Text_1EC_Dialog_RecentlyCuteCustomerCame,Dialog,39,78,Recently a cute customer came here.
1ED,B8A282,DATA16_B8A282,Text_1ED_Romance_EllensBirdFlewAwayPretty,Romance,53,106,Ellen's bird flew away so she is pretty depressed.
1EE,B8A2EC,DATA16_B8A2EC,Text_1EE_Dialog_Aha,Dialog,7,14,Aha...
1EF,B8A2FA,DATA16_B8A2FA,Text_1EF_Sign_WhichDirectionBluebirdGoThink,Sign,95,190,Which direction did the bluebird go? Well:I think I saw it flying up towards the mountain.
1F0,B8A3B8,DATA16_B8A3B8,Text_1F0_Romance_EllenDependsLookAfter,Romance,72,144,Ellen depends on you: doesn't she? Look after her.
1F1,B8A448,DATA16_B8A448,Text_1F1_Romance_SorryNowWasAlwaysCheered,Romance,201,402,I'm sorry...I'm OK now. I was ....always...cheered up and never thought of P-chan. She's free now...good bye: P-chan...take care...thank you for everything you've done for me.
1F2,B8A5DA,DATA16_B8A5DA,Text_1F2_Dialog_ThankLookingMybird,Dialog,34,68,Thank you for looking for mybird.
1F3,B8A61E,DATA16_B8A61E,Text_1F3_Dialog_RecentlyNothing,Dialog,39,78,...You recently....no: nothing...
1F4,B8A66C,DATA16_B8A66C,Text_1F4_Dialog_VeryBusy,Dialog,24,48,"...What? I'm very busy,"
1F5,B8A69C,DATA16_B8A69C,Text_1F5_Sign_GoodGodOldHunterLocked,Sign,48,96,"Good God, The old hunter is locked in the cave,"
1F6,B8A6FC,DATA16_B8A6FC,Text_1F6_Dialog_HelpMyGrandpa,Dialog,24,48,"Please:help my grandpa,"
1F7,B8A72C,DATA16_B8A72C,Text_1F7_Diary_WeveGotSaveHimAs,Diary,46,92,We've got to save him as soon as possible.
1F8,B8A788,DATA16_B8A788,Text_1F8_Sign_GoForwardBecauseInsideCave,Sign,67,134,We can't go forward because the inside of the cave has collapsed.
1F9,B8A80E,DATA16_B8A80E,Text_1F9_Dialog_GladMadeHesPromisingYoung,Dialog,49,98,"So glad:you made it, He's a promising young man."
1FA,B8A870,DATA16_B8A870,Text_1FA_Manual_HaveGotHammerHammer,Manual,37,74,"Have you got a hammer? Hammer,?"
1FB,B8A8BA,DATA16_B8A8BA,Text_1FB_Sign_WhoEveSayGrandfatherWas,Sign,102,204,Who? Eve? They say your grandfather was in trouble in the mountain so they are still over there.
1FC,B8A986,DATA16_B8A986,Text_1FC_Romance_GroanOuchPhewTooOld,Romance,100,200,Groan...ouch... It's you... Phew:I'm too old now... If something happens to me: look after Eve.
1FD,B8AA4E,DATA16_B8AA4E,Text_1FD_Dialog_GrandpaGladToseeAlright,Dialog,54,108,"Grandpa, ...I am .So glad tosee that you are alright."
1FE,B8AABA,DATA16_B8AABA,Text_1FE_Dialog_HaveGottenOutMyself,Dialog,45,90,I could have gotten out of there by myself.
1FF,B8AB14,DATA16_B8AB14,Text_1FF_Town_GrandpaScaredMeDeathUnreasonable,Town,106,212,Grandpa...you scared me to death.....Please don't be unreasonable any more. ....Come down to the town.
200,B8ABE8,DATA16_B8ABE8,Text_200_Dialog_Thank,Dialog,11,22,Thank you.
201,B8ABFE,DATA16_B8ABFE,Text_201_Festival_FlowerFestivalTomorrowWholeTown,Festival,162,324,Well:the Flower Festival is tomorrow.The whole town is covered with the good smell of flowers. Everybody:let's get together at the public square at <CTRL_B5> o'clock.
202,B8AD42,DATA16_B8AD42,Text_202_Festival_FlowerFestivalOnceUponTime,Festival,242,484,The flower festival is... once upon a time... The Goddess of Land was trying to cheer up a girl who had lost her boyfriend She made the flowers bloom for the first time. And Before that: there was no flowers at all.
203,B8AF26,DATA16_B8AF26,Text_203_Shipping_SellingWonderfulThingsFestivalTomorrow,Shipping,88,176,We'll be selling wonderful things at the festival tomorrow so look forward to it.
204,B8AFD6,DATA16_B8AFD6,Text_204_Dialog_GivingPresentYear,Dialog,47,94,I'm really giving her a present this year.
205,B8B034,DATA16_B8B034,Text_205_Manual_GodHasTaughtUsHeart,Manual,95,190,God has taught us that the heart is for appreciating flowers and to being open and relaxed.
206,B8B0F2,DATA16_B8B0F2,Text_206_Festival_FlowerFestivalTomorrowAlsoCelebrate,Festival,76,152,It's the Flower Festival tomorrow. It also celebrate the spring to come.
207,B8B18A,DATA16_B8B18A,Text_207_Festival_FlowerFestivalTomorrowGoodRelax,Festival,73,146,It's the Flower Festival tomorrow.It's good to relax once in a while.
208,B8B21C,DATA16_B8B21C,Text_208_Festival_FlowerFestivalTomorrowLoveBest,Festival,78,156,It's the Flower Festival tomorrow.I love it the best of all the festivals.
209,B8B2B8,DATA16_B8B2B8,Text_209_Shop_BuyAllUnusualStuffFestival,Shop,51,102,Don't buy all that unusual stuff at the festival.
20A,B8B31E,DATA16_B8B31E,Text_20A_Festival_HehLoveFestivalsLookingForward,Festival,51,102,Heh:I love festivals.I am Looking forward to it.
20B,B8B384,DATA16_B8B384,Text_20B_Festival_OneHasGoFestivalBut,Festival,66,132,No one has to go to the festival but please join us tomorrow.
20C,B8B408,DATA16_B8B408,Text_20C_Shipping_SellingBottlesSomeWonderfulPerfume,Shipping,60,120,We are selling bottles of some wonderful perfume toda
20D,B8B4CA,DATA16_B8B4CA,Text_20D_Town_MadeRoseFlowersSmellsSweet,Town,185,370,"That's made of ""Rose"" flowers.Smells sweet and romantic:doesn't it? It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G Do you want it? Yes No Money <CTRL_FFFC>hp<CTRL_B2>G<CHOICE_OR_WAIT>c"
20E,B8B63C,DATA16_B8B63C,Text_20E_Shop_MadeLilacFlowersFragranceMild,Shop,194,388,"It's made of ""Lilac"" flowers. Its fragrance is mild and elegant: isn't it? It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G. Do you want to buy it? Yes No Money <CTRL_FFFC>hq<CTRL_B2>G<CHOICE_OR_WAIT>c"
20F,B8B7C0,DATA16_B8B7C0,Text_20F_Shop_MadeVioletFlowersFragranceMakes,Shop,183,366,"It's made of ""Violet"" flowers.Its fragrance makes you feel refreshed. It's <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G. Do you want to buy it? Yes No Money <CTRL_FFFC>hr<CTRL_B2>G<CHOICE_OR_WAIT>c"
210,B8B92E,DATA16_B8B92E,Text_210_Dialog_ThankVeryMuchCarefulDrop,Dialog,75,150,Thank you very much. Please be careful not to drop and break it.
211,B8B9C4,DATA16_B8B9C4,Text_211_Dialog_SeeLittleDisappointed,Dialog,42,84,I see.I'm a little disappointed.
212,B8BA18,DATA16_B8BA18,Text_212_Dialog_WowThanksLotMmmmSmells,Dialog,44,88,Wow:thanks a lot. Mmmm:it smells so good.
213,B8BA70,DATA16_B8BA70,Text_213_Dialog_MisterHaveEnoughMoney,Dialog,47,94,Oh no:Mister:you don't have enough money.
214,B8BACE,DATA16_B8BACE,Text_214_Weather_HaveVeryRareProductTime,Weather,263,526,"I have a very rare product this time. It's said to be truly the only one of its kind in the world...It's called ""seed ofsnow flower."" It costs <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2>G. Do you want to buy it? Buy it Not this"
215,B8BCDC,DATA16_B8BCDC,Text_215_Sign_DeliverShedUseWinterMountain,Sign,77,154,Well:I'll deliver it to your shed.Use it in winter at the mountain top.
216,B8BD76,DATA16_B8BD76,Text_216_Dialog_BitDisappointedGuaranteeHaveNext,Dialog,77,154,I'm a bit disappointed. I can't guarantee I'll have it next time though.
217,B8BE10,DATA16_B8BE10,Text_217_Manual_FragranceMakesPeopleFeelCalm,Manual,46,92,Fragrance makes people feel calm and relaxed.
218,B8BE6C,DATA16_B8BE6C,Text_218_Animal_ComesDownBuy,Animal,44,88,When it comes down to it: I can't buy it.
219,B8BEC4,DATA16_B8BEC4,Text_219_Animal_FeelCalmSeeFlowersMean,Animal,48,96,I feel calm when I see flowers. I mean it.
21A,B8BF24,DATA16_B8BF24,Text_21A_Shop_WantBuyBottlePerfumeMy,Shop,51,102,I want to buy a bottle of perfume for my sister.
21B,B8BF8A,DATA16_B8BF8A,Text_21B_Romance_FragranceSoapBestGirls,Romance,48,96,The fragrance of soap is the best for girls.
21C,B8BFEA,DATA16_B8BFEA,Text_21C_Church_SayStatueGoddessLand,Church,49,98,They say it's the statue of the Goddess of Land.
21D,B8C04C,DATA16_B8C04C,Text_21D_Sign_GoddessLandLivesThemountainVery,Sign,117,234,Goddess of Land lives in themountain.And she is very friendly. Grandma told me so..... but I wonder if it's true.
21E,B8C136,DATA16_B8C136,Text_21E_Church_SayGoddessOflandLivesSmall,Church,64,128,They say that the Goddess ofLand lives in a small spring.
21F,B8C1B6,DATA16_B8C1B6,Text_21F_Romance_ThinkCarefullyAboutGirlsTastes,Romance,65,130,Think carefully about the girls' tastes and choose a present.
220,B8C238,DATA16_B8C238,Text_220_Animal_MyHeartWarmsUpJoys,Animal,90,180,My heart warms up with the joys of spring when it's filled with the smell of flowers.
221,B8C2EC,DATA16_B8C2EC,Text_221_Romance_FlowersSoftenPeoplesMindsMay,Romance,73,146,Flowers soften people's minds.May everybody be with the gentle mind.
222,B8C37E,DATA16_B8C37E,Text_222_Church_FlowersOneMostWonderfulGifts,Church,54,108,Flowers are one of the most wonderful gifts from God.
223,B8C3EA,DATA16_B8C3EA,Text_223_Festival_LetsDanceLaterDarling,Festival,28,56,Let's dance later: darling.
224,B8C422,DATA16_B8C422,Text_224_Romance_DadWandersLikeEveryYear,Romance,34,68,Dad wanders like that every year.
225,B8C466,DATA16_B8C466,Text_225_Town_LetSeeHaveCharacterFit,Town,65,130,Let see...I don't have a character to fit the flowers.
226,B8C4E8,DATA16_B8C4E8,Text_226_Romance_ProbablyLikesTypeGirlWho,Romance,65,130,He probably likes the type of girl who is fond of flowers.
227,B8C56A,DATA16_B8C56A,Text_227_Dialog_SureButMightBeneatWork,Dialog,70,140,I'm not sure but it might beneat to work on a machine tomake perfume.
228,B8C5F6,DATA16_B8C5F6,Text_228_Town_FlowersCoverWholeTownHappy,Town,67,134,"Flowers cover the whole town.I am so happy, Hey:are you happy?"
229,B8C67C,DATA16_B8C67C,Text_229_Dialog_SayHappyComeVeGot,Dialog,66,132,"Say:happy? Come on, You' ve got to be cheerier?"
22A,B8C700,DATA16_B8C700,Text_22A_Romance_HeavenSupposeBloomingFlowersEverywhere,Romance,105,210,In Heaven:I suppose there are blooming flowers everywhere such as on the water:and in the wind.
22B,B8C7D2,DATA16_B8C7D2,Text_22B_Festival_DanceMuchBetterNow,Festival,33,66,Hey:I can dance much better now.
22C,B8C814,DATA16_B8C814,Text_22C_Dialog_TooMuchPerfumeMakesMe,Dialog,38,76,Too much perfume.It makes me dizzy.
22D,B8C860,DATA16_B8C860,Text_22D_Church_BelieveStoryGoddessMadeFlowers,Church,90,180,Do you believe the story of the Goddess that made flowers bloom? Isn't it romantic?
22E,B8C914,DATA16_B8C914,Text_22E_Festival_WonderIfMenVeryinterestedKind,Festival,66,132,I wonder if men are not veryinterested in this kind of festival?
22F,B8C998,DATA16_B8C998,Text_22F_Festival_GoodMerryFestivalSometimes,Festival,48,96,It's good to be merry at a festival sometimes.
230,B8C9F8,DATA16_B8C9F8,Text_230_Manual_HehHehGetRelaxedSmell,Manual,55,110,Heh-heh:I could get relaxed with the smell of flowers.
231,B8CA66,DATA16_B8CA66,Text_231_Church_GodsGotLittleSenseHumor,Church,118,236,God's got a little sense of humor.If it's supposed to cheer people up: wine would be much better. Don't you think?
232,B8CB52,DATA16_B8CB52,Text_232_Town_SayMuchPrettierThanFlowers,Town,84,168,What? You say I'm much prettier than flowers? You didn't say so? ...What?
233,B8CBFA,DATA16_B8CBFA,Text_233_Romance_ForgiveIfPickUpAnother,Romance,54,108,You:I won't forgive you if you pick up another girl.
234,B8CC66,DATA16_B8CC66,Text_234_Festival_StartDancingNowIfHavent,Festival,151,302,Can we start dancing now? If you haven't done all the thing you wanted to do: hurry up and do it right now. Let's dance Hold on<CHOICE_OR_WAIT>c
235,B8CD94,DATA16_B8CD94,Text_235_Dialog_NowPickUpPartner,Dialog,26,52,Now pick up your partner.
236,B8CDC8,DATA16_B8CDC8,Text_236_Dialog_IfHaveSomeMoreHurry,Dialog,38,76,If you have some more to do:hurry up.
237,B8CE14,DATA16_B8CE14,Text_237_Festival_NowComesYearsHarvestFestival,Festival,211,422,Now here comes this year's harvest festival. Ladies andgentlemen:have you decided what to take to the festival? The festival is held at the public square tomorrow. It ends at <CTRL_B5>:<CTRL_B2><CTRL_B2>pm so don't be la
238,B8CFBA,DATA16_B8CFBA,Text_238_Festival_HarvestFestivalTomorrow,Festival,38,76,It's the Harvest Festival tomorrow.
