index_hex,snes_addr,bank,label,category,text_preview
19B,B7FD48,B7,Text_19B_Dialog_CamePickMeUpSorry,Dialog,You came to pick me up? ......Sorry.
19C,B7FD9A,B7,Text_19C_Dialog_AngryAnyMoreOnlyLittle,Dialog,"I am not angry any more, Only a little..."
19D,B7FDF4,B7,Text_19D_Dialog_WaaaMissed,Dialog,Waaa:I missed you.
19E,B7FE1A,B7,Text_19E_Dialog_BackHonestWasSorry,Dialog,OK:I'll be back. To be honest: I was sorry.
19F,B7FE7C,B7,Text_19F_Dialog_KnowGetMadatBecauseyouAlways,Dialog,You don't know why I get madat you: do you? It's becauseyou always leave me alone.
1A0,B7FF22,B7,Text_1A0_Dialog_DarlingShallPaintHouseBeautiful,Dialog,Hey:darling:shall we paint our house in a beautiful color?
1A1,B7FFA0,B7,Text_1A1_Dialog_HasBecomePrettyHouse,Dialog,It has become a pretty house.
1A2,B88000,B8,Text_1A2_Dialog_UummmmSayUmmGuessPregnant,Dialog,Well...Uummmm...say... I...umm.. I guess I'm pregnant.
1A3,B8809C,B8,Text_1A3_Dialog_ItllBornSomeTimeLater,Dialog,It'll be born some time later.
1A4,B880E2,B8,Text_1A4_Dialog_ThinkNameFortheBaby,Dialog,Will you think of a name forthe baby?
1A5,B8812E,B8,Text_1A5_Dialog_FeelMyBodyBecomingLittle,Dialog,I feel my body becoming a little heavier.
1A6,B88186,B8,Text_1A6_Romance_WonderIfBoyorGirl,Romance,I wonder if it will be a boyor a girl.
1A7,B881D4,B8,Text_1A7_Dialog_KnowWalkAroundMuch,Dialog,I know.I won't walk around so much.
1A8,B8821E,B8,Text_1A8_Dialog_FeelStrangeGoingHaveBaby,Dialog,I feel strange that I'm going to have a baby soon.
1A9,B8828C,B8,Text_1A9_Dialog_GetOutMyWayGet,Dialog,"Get out of my way: get out,"
1AA,B882C4,B8,Text_1AA_Dialog_HoneyWorryGoWorkC,Dialog,I'm OK:honey.Don't worry. Please go to work. Really? No: no: no<CHOICE_OR_WAIT>c
1AB,B88374,B8,Text_1AB_Dialog_Alright,Dialog,I'll do alright.
1AC,B88396,B8,Text_1AC_Dialog_MeThank,Dialog,Are you with me? Thank you.
1AD,B883CE,B8,Text_1AD_Dialog_UughUugh,Dialog,uugh..uugh...
1AE,B883EA,B8,Text_1AE_Church_MyGodBabyComing,Church,"Oh my God:the baby is coming,"
1AF,B88432,B8,Text_1AF_Dialog_FalteringFaltering,Dialog,Faltering:faltering.
1B0,B8845C,B8,Text_1B0_Dialog_TakeEasy,Dialog,Take it easy.
1B1,B88478,B8,Text_1B1_Dialog_WalkingAbout,Dialog,Don't be walking about.
1B2,B884A8,B8,Text_1B2_Dialog_GuessGotOldEnoughAble,Dialog,I guess I've got to be old enough to be able to see my great grandchild.
1B3,B8853C,B8,Text_1B3_Dialog_WaahWaah,Dialog,Waah-waah...
1B4,B88556,B8,Text_1B4_Dialog_HoHoHoVeryHealthy,Dialog,Ho-ho-ho...It's a very healthy baby boy.
1B5,B885B2,B8,Text_1B5_Dialog_Great,Dialog,"Great,"
1B6,B885C0,B8,Text_1B6_Dialog_PhewHaventNervousYears,Dialog,Phew...I haven't been this nervous for years.
1B7,B8861E,B8,Text_1B7_Romance_LooksLikeNinaButHas,Romance,Yes: he looks like Nina. Well...but he has your eyes:maybe.
1B8,B8869C,B8,Text_1B8_Animal_RemindsMeNinaWasBorn,Animal,It reminds me of when Nina was born.
1B9,B886E8,B8,Text_1B9_Animal_RemindsMeEveWasBorn,Animal,It reminds me of when Eve was born.
1BA,B88734,B8,Text_1BA_Dialog_DarlingNameHim,Dialog,Darling: please name him.
1BB,B88768,B8,Text_1BB_Dialog_ThankHoneyHappy,Dialog,Thank you: honey. I'm so happy.
1BC,B887AE,B8,Text_1BC_Dialog_JqCmCrGsBaby,Dialog,<CTRL_FFFD>jq:<CTRL_FFFC>cm<CTRL_FFFD>cr of <CTRL_FFFD>gs. Our baby was born.
1BD,B88800,B8,Text_1BD_Romance_PresentGladRememberedAnniversary,Romance,What? Present? I'm so glad that you remembered the anniversary.
1BE,B8888A,B8,Text_1BE_Dialog_LaLaLa,Dialog,La-la-la
1BF,B8889C,B8,Text_1BF_Romance_JtCnCuGvGot,Romance,<CTRL_FFFD>jt:<CTRL_FFFC>cn<CTRL_FFFD>cu of <CTRL_FFFD>gv. We got married today.
1C0,B888F4,B8,Text_1C0_Dialog_Dah,Dialog,Dah...
1C1,B88902,B8,Text_1C1_Dialog_DaDa,Dialog,Da-da...
1C2,B88914,B8,Text_1C2_Dialog_BooBoo,Dialog,Boo-boo...
1C3,B8892A,B8,Text_1C3_Shop_BlueFeatherHappinessHappinessDifferent,Sign,"This is ""Blue feather of happiness.""Well:happiness is different for each one though. Right now: it's only <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G, Buy it Don't buy it Money <CTRL_FFFC>ho<CTRL_B2>G<CHOICE_OR_WAIT>c"
1C4,B88AC4,B8,Text_1C4_Church_GodBless,Church,"God bless you,"
1C5,B88AE2,B8,Text_1C5_Dialog_ConsiderManyTimesBecauseBig,Dialog,Yes: you should consider it many times because it a big choice of life.
1C6,B88B7A,B8,Text_1C6_Romance_SillyMarried,Romance,Don't be silly:I'm married.
1C7,B88BB2,B8,Text_1C7_Dialog_WhoPlayingJokeYoungMan,Dialog,Who are you playing a joke on:young man?
1C8,B88C06,B8,Text_1C8_Dialog_Come,Dialog,"That's it, Come on,"
1C9,B88C2E,B8,Text_1C9_Dialog_GivingWrongPerson,Dialog,Hey: you are giving it to a wrong person.
1CA,B88C82,B8,Text_1CA_Romance_HaveGiveGirlLoveGirl,Romance,You have to give it to the girl you love: OK? To the girl you want to marry.
1CB,B88D22,B8,Text_1CB_Dialog_WowBlueFeatherShowMe,Dialog,"Wow:the blue feather, Show it to me."
1CC,B88D78,B8,Text_1CC_Animal_GoodMorningExcuseMeBothering,Animal,"Good morning. Please excuse me for bothering you so early in the morning but have you seen Maria? When I woke up:her bed was empty. Oh Lord:now that she's not here:then:where on earth is she now? Please,Will you look for"
1CD,B88F60,B8,Text_1CD_Romance_MariaDadWasWrongCome,Romance,"Oh:Maria, Your dad was wrong.Please:please come back to me,"
1CE,B88FE8,B8,Text_1CE_Romance_UsuallyQuietGirlButReason,Romance,She is usually a quiet girl but...reason? ho-ho-ho: it's her father's fault.I'm sorry to trouble you.But please look for her.
1CF,B890FE,B8,Text_1CF_Romance_SeemsMariaFatherArguedOver,Romance,It seems Maria and her father argued over you.
1D0,B89166,B8,Text_1D0_Sign_ThinkMariaWentUpThemountain,Sign,I think Maria went up to themountain.She said she wanted to go there alone.
1D1,B8920A,B8,Text_1D1_Mountain_MariaGoWenttoExactlyNortheast,Sign,Where did Maria go? She wentto...exactly northeast. You see a pond there.
1D2,B892A6,B8,Text_1D2_Church_RushAboutPrayingWhile,Church,Don't rush.How about praying for a while?
1D3,B89308,B8,Text_1D3_Romance_GirlHaventSeenAny,Romance,Hello.A girl? No: I haven't seen any.
1D4,B89354,B8,Text_1D4_Romance_WantTodayLookingGirl,Romance,Hi.What do you want today? What? Are you looking for a girl?
1D5,B893D4,B8,Text_1D5_Dialog_UummNKnowSureKnow,Dialog,Uumm:n-no:I don't know. I sure don't know:really. She's not hiding behind the bed.
1D6,B89486,B8,Text_1D6_Dialog_SorryGoingHomeThank,Dialog,I'm sorry..I'm...going home.Hey:thank you.
1D7,B894DC,B8,Text_1D7_Dialog_WhatsGoing,Dialog,What's going on here:hey: you?
1D8,B8951E,B8,Text_1D8_Romance_HoHoHoMariaBack,Romance,Ho-ho-ho:Maria is in the back room. She is my daughter. She does the same thing as me. She's just a little sulky.
1D9,B89620,B8,Text_1D9_Dialog_Rude,Dialog,"How rude,"
1DA,B89634,B8,Text_1DA_Dialog_LikeSmellMuch,Dialog,I don't like this smell so much.
1DB,B89678,B8,Text_1DB_Weather_HaveSeenMyWeatherCock,Weather,Hey:have you seen my weather-cock? The one on the top of my roof. It was blown away by the strong wind last night. I suppose it came here but please let me know if you find it.
1DC,B8983E,B8,Text_1DC_Weather_MadeWeatherCockFormyWife,Weather,I made that weather-cock formy wife.so it's just like a memento for Ann. She's usually cheerful but now she's so depressed.
1DD,B89938,B8,Text_1DD_Weather_DirectionWhichWeatherCockWent,Weather,"The Direction in which the weather-cock went to? Somewhere you can keep away from the rain.And the key word is chicken,"
1DE,B89A38,B8,Text_1DE_Dialog_FindAha,Dialog,You can't find it...aha...
1DF,B89A6E,B8,Text_1DF_Dialog_CameBackHomeSuchAhurry,Dialog,She came back home in such ahurry:went into her room right away: and still stays there.
1E0,B89B24,B8,Text_1E0_Animal_TraditionAreaCalledBlueFeather,Animal,"That's a tradition in this area called ""Blue feather ofhappiness."" Use it when you make a marriage proposal to someone."
1E1,B89C2E,B8,Text_1E1_Dialog_HangingMyMemoryButPrecious,Dialog,"I'm not hanging on to my memory but it's so precious for me. ....Thank you,"
1E2,B89CCC,B8,Text_1E2_Town_NiceYoungPeopleWantCheerful,Town,"How nice the young people are, Yes:I want her to be cheerful all the time. Sure."
1E3,B89D76,B8,Text_1E3_Sign_NinaHasntBackSinceWent,Sign,"Nina hasn't been back since she went to the mountain to find a herb. Please look for her,"
1E4,B89E2A,B8,Text_1E4_Dialog_DadOutTakingCareMother,Dialog,Her Dad is out taking care of her mother.
1E5,B89E80,B8,Text_1E5_Town_HerbGrassTinyLittleWhite,Town,.....Herb.... A grass with a tiny little white flower...
1E6,B89F04,B8,Text_1E6_Romance_MmmmGirlFellDownDark,Romance,Mmmm:a girl fell down in a dark: small place. Go get her right away before it's too late.
1E7,B89FBE,B8,Text_1E7_Dialog_ThankGoodMomBetter,Dialog,...Thank you.Good.Mom will be better with this.
1E8,B8A020,B8,Text_1E8_Dialog_MoveAnyMore,Dialog,....No:I can't move any more.
1E9,B8A064,B8,Text_1E9_Romance_HehHehNinaAlwaysWants,Romance,Heh-heh:Nina always wants to make up to everyone so it must be hard for you to take care of her.
1EA,B8A12E,B8,Text_1EA_Dialog_HaveDoneTimeAllPretty,Dialog,What have you done this time? They all are pretty angry.
1EB,B8A1AC,B8,Text_1EB_Dialog_MyPChanGoneIf,Dialog,My P-chan is gone. If you see her: please let me know.Promise me.
1EC,B8A234,B8,Text_1EC_Dialog_RecentlyCuteCustomerCame,Dialog,Recently a cute customer came here.
1ED,B8A282,B8,Text_1ED_Romance_EllensBirdFlewAwayPretty,Romance,Ellen's bird flew away so she is pretty depressed.
1EE,B8A2EC,B8,Text_1EE_Dialog_Aha,Dialog,Aha...
1EF,B8A2FA,B8,Text_1EF_Sign_WhichDirectionBluebirdGoThink,Sign,Which direction did the bluebird go? Well:I think I saw it flying up towards the mountain.
1F0,B8A3B8,B8,Text_1F0_Romance_EllenDependsLookAfter,Romance,Ellen depends on you: doesn't she? Look after her.
1F1,B8A448,B8,Text_1F1_Romance_SorryNowWasAlwaysCheered,Romance,I'm sorry...I'm OK now. I was ....always...cheered up and never thought of P-chan. She's free now...good bye: P-chan...take care...thank you for everything you've done for me.
1F2,B8A5DA,B8,Text_1F2_Dialog_ThankLookingMybird,Dialog,Thank you for looking for mybird.
1F3,B8A61E,B8,Text_1F3_Dialog_RecentlyNothing,Dialog,...You recently....no: nothing...
1F4,B8A66C,B8,Text_1F4_Dialog_VeryBusy,Dialog,"...What? I'm very busy,"
1F5,B8A69C,B8,Text_1F5_Sign_GoodGodOldHunterLocked,Sign,"Good God, The old hunter is locked in the cave,"
1F6,B8A6FC,B8,Text_1F6_Dialog_HelpMyGrandpa,Dialog,"Please:help my grandpa,"
1F7,B8A72C,B8,Text_1F7_Diary_WeveGotSaveHimAs,Diary,We've got to save him as soon as possible.
1F8,B8A788,B8,Text_1F8_Sign_GoForwardBecauseInsideCave,Sign,We can't go forward because the inside of the cave has collapsed.
1F9,B8A80E,B8,Text_1F9_Dialog_GladMadeHesPromisingYoung,Dialog,"So glad:you made it, He's a promising young man."
1FA,B8A870,B8,Text_1FA_Manual_HaveGotHammerHammer,Manual,"Have you got a hammer? Hammer,?"
1FB,B8A8BA,B8,Text_1FB_Sign_WhoEveSayGrandfatherWas,Manual,Who? Eve? They say your grandfather was in trouble in the mountain so they are still over there.
1FC,B8A986,B8,Text_1FC_Romance_GroanOuchPhewTooOld,Romance,Groan...ouch... It's you... Phew:I'm too old now... If something happens to me: look after Eve.
1FD,B8AA4E,B8,Text_1FD_Dialog_GrandpaGladToseeAlright,Dialog,"Grandpa, ...I am .So glad tosee that you are alright."
1FE,B8AABA,B8,Text_1FE_Dialog_HaveGottenOutMyself,Dialog,I could have gotten out of there by myself.
1FF,B8AB14,B8,Text_1FF_Town_GrandpaScaredMeDeathUnreasonable,Town,Grandpa...you scared me to death.....Please don't be unreasonable any more. ....Come down to the town.
200,B8ABE8,B8,Text_200_Dialog_Thank,Dialog,Thank you.
201,B8ABFE,B8,Text_201_Festival_FlowerFestivalTomorrowWholeTown,Festival,Well:the Flower Festival is tomorrow.The whole town is covered with the good smell of flowers. Everybody:let's get together at the public square at <CTRL_B5> o'clock.
202,B8AD42,B8,Text_202_Festival_FlowerFestivalOnceUponTime,Festival,The flower festival is... once upon a time... The Goddess of Land was trying to cheer up a girl who had lost her boyfriend She made the flowers bloom for the first time. And Before that: there was no flowers at all.
203,B8AF26,B8,Text_203_Shipping_SellingWonderfulThingsFestivalTomorrow,Shipping,We'll be selling wonderful things at the festival tomorrow so look forward to it.
204,B8AFD6,B8,Text_204_Dialog_GivingPresentYear,Dialog,I'm really giving her a present this year.
205,B8B034,B8,Text_205_Manual_GodHasTaughtUsHeart,Manual,God has taught us that the heart is for appreciating flowers and to being open and relaxed.
206,B8B0F2,B8,Text_206_Festival_FlowerFestivalTomorrowAlsoCelebrate,Festival,It's the Flower Festival tomorrow. It also celebrate the spring to come.
207,B8B18A,B8,Text_207_Festival_FlowerFestivalTomorrowGoodRelax,Festival,It's the Flower Festival tomorrow.It's good to relax once in a while.
208,B8B21C,B8,Text_208_Festival_FlowerFestivalTomorrowLoveBest,Festival,It's the Flower Festival tomorrow.I love it the best of all the festivals.
209,B8B2B8,B8,Text_209_Shop_BuyAllUnusualStuffFestival,Sign,Don't buy all that unusual stuff at the festival.
20A,B8B31E,B8,Text_20A_Festival_HehLoveFestivalsLookingForward,Festival,Heh:I love festivals.I am Looking forward to it.
20B,B8B384,B8,Text_20B_Festival_OneHasGoFestivalBut,Festival,No one has to go to the festival but please join us tomorrow.
20C,B8B408,B8,Text_20C_Shipping_SellingBottlesSomeWonderfulPerfume,Shipping,We are selling bottles of some wonderful perfume toda
20D,B8B4CA,B8,Text_20D_Town_MadeRoseFlowersSmellsSweet,Town,"That's made of ""Rose"" flowers.Smells sweet and romantic:doesn't it? It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G Do you want it? Yes No Money <CTRL_FFFC>hp<CTRL_B2>G<CHOICE_OR_WAIT>c"
20E,B8B63C,B8,Text_20E_Shop_MadeLilacFlowersFragranceMild,Sign,"It's made of ""Lilac"" flowers. Its fragrance is mild and elegant: isn't it? It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G. Do you want to buy it? Yes No Money <CTRL_FFFC>hq<CTRL_B2>G<CHOICE_OR_WAIT>c"
20F,B8B7C0,B8,Text_20F_Shop_MadeVioletFlowersFragranceMakes,Sign,"It's made of ""Violet"" flowers.Its fragrance makes you feel refreshed. It's <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G. Do you want to buy it? Yes No Money <CTRL_FFFC>hr<CTRL_B2>G<CHOICE_OR_WAIT>c"
210,B8B92E,B8,Text_210_Dialog_ThankVeryMuchCarefulDrop,Dialog,Thank you very much. Please be careful not to drop and break it.
211,B8B9C4,B8,Text_211_Dialog_SeeLittleDisappointed,Dialog,I see.I'm a little disappointed.
212,B8BA18,B8,Text_212_Dialog_WowThanksLotMmmmSmells,Dialog,Wow:thanks a lot. Mmmm:it smells so good.
213,B8BA70,B8,Text_213_Dialog_MisterHaveEnoughMoney,Dialog,Oh no:Mister:you don't have enough money.
214,B8BACE,B8,Text_214_Weather_HaveVeryRareProductTime,Weather,"I have a very rare product this time. It's said to be truly the only one of its kind in the world...It's called ""seed ofsnow flower."" It costs <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2>G. Do you want to buy it? Buy it Not this"
215,B8BCDC,B8,Text_215_Sign_DeliverShedUseWinterMountain,Sign,Well:I'll deliver it to your shed.Use it in winter at the mountain top.
216,B8BD76,B8,Text_216_Dialog_BitDisappointedGuaranteeHaveNext,Dialog,I'm a bit disappointed. I can't guarantee I'll have it next time though.
217,B8BE10,B8,Text_217_Manual_FragranceMakesPeopleFeelCalm,Manual,Fragrance makes people feel calm and relaxed.
218,B8BE6C,B8,Text_218_Animal_ComesDownBuy,Animal,When it comes down to it: I can't buy it.
219,B8BEC4,B8,Text_219_Animal_FeelCalmSeeFlowersMean,Animal,I feel calm when I see flowers. I mean it.
21A,B8BF24,B8,Text_21A_Shop_WantBuyBottlePerfumeMy,Sign,I want to buy a bottle of perfume for my sister.
21B,B8BF8A,B8,Text_21B_Romance_FragranceSoapBestGirls,Romance,The fragrance of soap is the best for girls.
21C,B8BFEA,B8,Text_21C_Church_SayStatueGoddessLand,Church,They say it's the statue of the Goddess of Land.
21D,B8C04C,B8,Text_21D_Sign_GoddessLandLivesThemountainVery,Sign,Goddess of Land lives in themountain.And she is very friendly. Grandma told me so..... but I wonder if it's true.
21E,B8C136,B8,Text_21E_Church_SayGoddessOflandLivesSmall,Church,They say that the Goddess ofLand lives in a small spring.
21F,B8C1B6,B8,Text_21F_Romance_ThinkCarefullyAboutGirlsTastes,Romance,Think carefully about the girls' tastes and choose a present.
220,B8C238,B8,Text_220_Animal_MyHeartWarmsUpJoys,Animal,My heart warms up with the joys of spring when it's filled with the smell of flowers.
221,B8C2EC,B8,Text_221_Romance_FlowersSoftenPeoplesMindsMay,Romance,Flowers soften people's minds.May everybody be with the gentle mind.
222,B8C37E,B8,Text_222_Church_FlowersOneMostWonderfulGifts,Church,Flowers are one of the most wonderful gifts from God.
223,B8C3EA,B8,Text_223_Festival_LetsDanceLaterDarling,Festival,Let's dance later: darling.
224,B8C422,B8,Text_224_Romance_DadWandersLikeEveryYear,Romance,Dad wanders like that every year.
225,B8C466,B8,Text_225_Town_LetSeeHaveCharacterFit,Town,Let see...I don't have a character to fit the flowers.
226,B8C4E8,B8,Text_226_Romance_ProbablyLikesTypeGirlWho,Romance,He probably likes the type of girl who is fond of flowers.
227,B8C56A,B8,Text_227_Dialog_SureButMightBeneatWork,Dialog,I'm not sure but it might beneat to work on a machine tomake perfume.
228,B8C5F6,B8,Text_228_Town_FlowersCoverWholeTownHappy,Town,"Flowers cover the whole town.I am so happy, Hey:are you happy?"
229,B8C67C,B8,Text_229_Dialog_SayHappyComeVeGot,Romance,"Say:happy? Come on, You' ve got to be cheerier?"
22A,B8C700,B8,Text_22A_Romance_HeavenSupposeBloomingFlowersEverywhere,Romance,In Heaven:I suppose there are blooming flowers everywhere such as on the water:and in the wind.
22B,B8C7D2,B8,Text_22B_Festival_DanceMuchBetterNow,Festival,Hey:I can dance much better now.
22C,B8C814,B8,Text_22C_Dialog_TooMuchPerfumeMakesMe,Dialog,Too much perfume.It makes me dizzy.
22D,B8C860,B8,Text_22D_Church_BelieveStoryGoddessMadeFlowers,Church,Do you believe the story of the Goddess that made flowers bloom? Isn't it romantic?
22E,B8C914,B8,Text_22E_Festival_WonderIfMenVeryinterestedKind,Festival,I wonder if men are not veryinterested in this kind of festival?
22F,B8C998,B8,Text_22F_Festival_GoodMerryFestivalSometimes,Festival,It's good to be merry at a festival sometimes.
230,B8C9F8,B8,Text_230_Manual_HehHehGetRelaxedSmell,Manual,Heh-heh:I could get relaxed with the smell of flowers.
231,B8CA66,B8,Text_231_Church_GodsGotLittleSenseHumor,Church,God's got a little sense of humor.If it's supposed to cheer people up: wine would be much better. Don't you think?
232,B8CB52,B8,Text_232_Town_SayMuchPrettierThanFlowers,Town,What? You say I'm much prettier than flowers? You didn't say so? ...What?
233,B8CBFA,B8,Text_233_Romance_ForgiveIfPickUpAnother,Romance,You:I won't forgive you if you pick up another girl.
234,B8CC66,B8,Text_234_Festival_StartDancingNowIfHavent,Festival,Can we start dancing now? If you haven't done all the thing you wanted to do: hurry up and do it right now. Let's dance Hold on<CHOICE_OR_WAIT>c
235,B8CD94,B8,Text_235_Dialog_NowPickUpPartner,Dialog,Now pick up your partner.
236,B8CDC8,B8,Text_236_Dialog_IfHaveSomeMoreHurry,Dialog,If you have some more to do:hurry up.
237,B8CE14,B8,Text_237_Festival_NowComesYearsHarvestFestival,Festival,Now here comes this year's harvest festival. Ladies andgentlemen:have you decided what to take to the festival? The festival is held at the public square tomorrow. It ends at <CTRL_B5>:<CTRL_B2><CTRL_B2>pm so don't be la
238,B8CFBA,B8,Text_238_Festival_HarvestFestivalTomorrow,Festival,It's the Harvest Festival tomorrow.
239,B8D006,B8,Text_239_Festival_HaveDecidedTakeFestivalWantto,Festival,Have you decided what to take to the festival? I wantto complete my machine and present it in public.
23A,B8D0D8,B8,Text_23A_Dialog_WhatsGoodWonderIfherbsSpices,Dialog,Well:what's good?I wonder ifherbs or spices will be OK.
23B,B8D14A,B8,Text_23B_Dialog_TakeSomethingVeryDeliciousTomorrow,Dialog,I will take something very delicious tomorrow so pleaselook forward to it.
23C,B8D1E2,B8,Text_23C_Festival_HarvestFestivalTomorrowLoveSinging,Festival,It's Harvest Festival tomorrow. I love singing anddancing.It's exciting.
23D,B8D280,B8,Text_23D_Festival_HaveHarvestFestivalTomorrowRight,Festival,We'll have the harvest festival tomorrow: right? Autumn has already been here.
23E,B8D32C,B8,Text_23E_Festival_HarvestFestivalCelebratingYearsHarvest,Festival,The harvest Festival is for celebrating the year's harvest.
23F,B8D3AE,B8,Text_23F_Dialog_BringFoodsEatGreatHarvest,Dialog,Please bring foods to eat for the great harvest stew.
240,B8D41E,B8,Text_240_Animal_HarvestFestivalTomorrowStopWork,Animal,The Harvest Festival is tomorrow.I'll stop work earlier and come to the public square at <CTRL_B5>:<CTRL_B2><CTRL_B2>pm. If you have is livestock: you should feed them before.. And I'll bring something to put in the stew
241,B8D5E6,B8,Text_241_Dialog_WelcomePutBroughtStewNow,Dialog,Welcome.Put what you brought in the stew now.
242,B8D650,B8,Text_242_Dialog_BringAnythingAlright,Dialog,Oh no:you didn't bring anything. Alright.
243,B8D6AE,B8,Text_243_Dialog_NowWaitUntilDone,Dialog,Now:wait until it's done.
244,B8D6E2,B8,Text_244_Dialog_StewEatGratitude,Dialog,It's your stew. Eat it with gratitude.
245,B8D748,B8,Text_245_Town_MineWasFlowersWasFairly,Town,Mine was flowers.It was fairly good.
246,B8D79A,B8,Text_246_Romance_WasDeliciousKnowHaveWife,Romance,It was delicious.You know: I don't have a wife. No: I'm not saying Ann's dishes are bad. In fact: they taste pretty good once you get used to it.
247,B8D8DE,B8,Text_247_Animal_CuttingGrassCutAutumnTry,Animal,Are you cutting grass? You can cut it by autumn so try to cut as much as you can. Otherwise:you will panic if you don't have feed to give to the cows andchickens.
248,B8DA26,B8,Text_248_Animal_HappyOnlyIfTasteEat,Animal,I'm <CTRL_B3><CTRL_B2><CTRL_B2>& happy only if I could taste when I eat good stuff.
249,B8DAA4,B8,Text_249_Dialog_Stuffed,Dialog,"I'm stuffed,"
24A,B8DABE,B8,Text_24A_Shop_GoodDayTodaySomeFamous,Sign,"Good-day:today, Here are some famous dumpling from the North, Do you want some, It's <CTRL_B5><CTRL_B2><CTRL_B2>G. Buy Don't Buy Money <CTRL_FFFC>ht<CTRL_B2>G<CHOICE_OR_WAIT>c"
24B,B8DC20,B8,Text_24B_Shop_GoodDayTodaySomeRice,Sign,"Good-day:today, Here are some rice balls made from <CTRL_B3><CTRL_B2><CTRL_B2>& Starshine rice. They are fresh and warm. Do you want some? It's <CTRL_B4><CTRL_B2><CTRL_B2>G. Buy Don't buy Money <CTRL_FFFC>hu<CTRL_B2>G<CH"
24C,B8DDD6,B8,Text_24C_Dialog_ThankCarefulTogetAddicted,Dialog,Thank you. Be careful not toget addicted.
24D,B8DE2A,B8,Text_24D_Dialog_SayOneBiteMakesHappy,Dialog,Don't say no. Just one bite:it makes you <CTRL_B3><CTRL_B2><CTRL_B2>& happy.
24E,B8DE94,B8,Text_24E_Manual_BringAnythingYearSuchHard,Manual,I can't bring anything this year. It's such hard work to find rare seeds.
24F,B8DF36,B8,Text_24F_Dialog_FruitsSouthernCountryTasteGood,Dialog,The fruits of the Southern Country taste good:but they smell strong and I don't like that.
250,B8DFEE,B8,Text_250_Festival_DanceVeryYet,Festival,I can't dance very well yet.
251,B8E028,B8,Text_251_Dialog_DancingStartPrettySoon,Dialog,Dancing will start pretty soon.
252,B8E06C,B8,Text_252_Church_EvenIfBelieveIngodGood,Church,Even if you don't believe inGod: it's good to keep gratitude in your mind. Yes No<CHOICE_OR_WAIT>c
253,B8E14E,B8,Text_253_Church_EvenIfBelieveIngodGood,Church,Even if you don't believe inGod:it's good to be grateful.
254,B8E1D2,B8,Text_254_Church_GoddessLandExistsSure,Church,Yes:The Goddess of Land exists for sure.
255,B8E22C,B8,Text_255_Dialog_ThoughtTime,Dialog,I thought it would be OK this time...
256,B8E27E,B8,Text_256_Dialog_EatWantC,Dialog,"Hey: please, Eat this, OK I don't want it<CHOICE_OR_WAIT>c"
257,B8E308,B8,Text_257_Dialog_ThankNice,Dialog,Thank you. You are so nice.
258,B8E340,B8,Text_258_Dialog_Waaa,Dialog,"Waaa,"
259,B8E34C,B8,Text_259_Dialog_MadePumpkinPieWantTry,Dialog,I made this pumpkin pie. Do you want to try some? Yes No<CHOICE_OR_WAIT>c
25A,B8E3F8,B8,Text_25A_Dialog_YearsPumpkinsSweet,Dialog,This year's pumpkins are sweet:aren't they?
25B,B8E456,B8,Text_25B_Dialog_YeahPumpkinPieHasReceived,Dialog,Oh yeah? This pumpkin pie has received praise though.
25C,B8E4C8,B8,Text_25C_Manual_GiveSpecialSouvenirClockFree,Manual,"I give you a special souvenir ""Clock"" for free. You can find the time with the select button."
25D,B8E594,B8,Text_25D_Dialog_ThinkImportantThankLandSun,Dialog,I think it's important to thank the land and the sun as well as celebrate the harvest.
25E,B8E648,B8,Text_25E_Dialog_TaraahAutoHarvestingMachineSwitch,Dialog,"Taraah: it's an Auto Harvesting Machine, Switch it on. Push No<CHOICE_OR_WAIT>c"
25F,B8E708,B8,Text_25F_Dialog_SorryFailed,Dialog,Sorry:failed.
260,B8E724,B8,Text_260_Dialog_Afraid,Dialog,What are you afraid of?
261,B8E754,B8,Text_261_Dialog_Right,Dialog,...No:this isn't right.
262,B8E784,B8,Text_262_Dialog_TasteGoodHuhCalledFruit,Dialog,Taste good:huh? It's called the fruit of the full-moon plant. It's moistured:soft:and melts in the mouth like ice cream.It's my favorite.
263,B8E8A2,B8,Text_263_Dialog_PickUpFirstThingMorning,Dialog,I'll pick it up the first thing in the morning for you....
264,B8E922,B8,Text_264_Dialog_SpecialMeatPieImadeWant,Dialog,This is a special meat pie Imade.Want a bite? Yes No<CHOICE_OR_WAIT>c
265,B8E9C0,B8,Text_265_Romance_MakeEverythingEatSeemDelicious,Romance,You make everything you eat seem delicious so it's worthcooking for you.
266,B8EA52,B8,Text_266_Dialog_AlrightPrettyGoodThough,Dialog,Alright. It's pretty good though..
267,B8EA9C,B8,Text_267_Mountain_BerryJuiceMadeLastYear,Sign,It's the berry juice I made last year. It's one of the gifts from the earth. Want to try? Yes No<CHOICE_OR_WAIT>c
268,B8EB94,B8,Text_268_Dialog_IfThinkManDrinkUp,Dialog,"If you think you are a man: drink up,"
269,B8EBE0,B8,Text_269_Dialog_GoodThough,Dialog,It's really good though...
