index_hex,bank,snes_addr,label,category,max_words,old_bytes,edited_words,edited_bytes,delta_words,delta_bytes,status,repoint_label,suggested_pointer_line,note
1D8,B8,B8951E,Text_1D8_Romance_HoHoHoMariaBack,Romance,129,258,,,,,UNCHANGED,,,
1D9,B8,B89620,Text_1D9_Dialog_Rude,Dialog,10,20,,,,,UNCHANGED,,,
1DA,B8,B89634,Text_1DA_Dialog_LikeSmellMuch,Dialog,34,68,,,,,UNCHANGED,,,
1DB,B8,B89678,Text_1DB_Weather_HaveSeenMyWeatherCock,Weather,227,454,,,,,UNCHANGED,,,
1DC,B8,B8983E,Text_1DC_Weather_MadeWeatherCockFormyWife,Weather,125,250,,,,,UNCHANGED,,,
1DD,B8,B89938,Text_1DD_Weather_DirectionWhichWeatherCockWent,Weather,128,256,,,,,UNCHANGED,,,
1DE,B8,B89A38,Text_1DE_Dialog_FindAha,Dialog,27,54,,,,,UNCHANGED,,,
1DF,B8,B89A6E,Text_1DF_Dialog_CameBackHomeSuchAhurry,Dialog,91,182,,,,,UNCHANGED,,,
1E0,B8,B89B24,Text_1E0_Animal_TraditionAreaCalledBlueFeather,Animal,133,266,,,,,UNCHANGED,,,
1E1,B8,B89C2E,Text_1E1_Dialog_HangingMyMemoryButPrecious,Dialog,79,158,,,,,UNCHANGED,,,
1E2,B8,B89CCC,Text_1E2_Town_NiceYoungPeopleWantCheerful,Town,85,170,,,,,UNCHANGED,,,
1E3,B8,B89D76,Text_1E3_Sign_NinaHasntBackSinceWent,Sign,90,180,,,,,UNCHANGED,,,
1E4,B8,B89E2A,Text_1E4_Dialog_DadOutTakingCareMother,Dialog,43,86,,,,,UNCHANGED,,,
1E5,B8,B89E80,Text_1E5_Town_HerbGrassTinyLittleWhite,Town,66,132,,,,,UNCHANGED,,,
1E6,B8,B89F04,Text_1E6_Romance_MmmmGirlFellDownDark,Romance,93,186,,,,,UNCHANGED,,,
1E7,B8,B89FBE,Text_1E7_Dialog_ThankGoodMomBetter,Dialog,49,98,,,,,UNCHANGED,,,
1E8,B8,B8A020,Text_1E8_Dialog_MoveAnyMore,Dialog,34,68,,,,,UNCHANGED,,,
1E9,B8,B8A064,Text_1E9_Romance_HehHehNinaAlwaysWants,Romance,101,202,,,,,UNCHANGED,,,
1EA,B8,B8A12E,Text_1EA_Dialog_HaveDoneTimeAllPretty,Dialog,63,126,,,,,UNCHANGED,,,
1EB,B8,B8A1AC,Text_1EB_Dialog_MyPChanGoneIf,Dialog,68,136,,,,,UNCHANGED,,,
1EC,B8,B8A234,Text_1EC_Dialog_RecentlyCuteCustomerCame,Dialog,39,78,,,,,UNCHANGED,,,
1ED,B8,B8A282,Text_1ED_Romance_EllensBirdFlewAwayPretty,Romance,53,106,,,,,UNCHANGED,,,
1EE,B8,B8A2EC,Text_1EE_Dialog_Aha,Dialog,7,14,,,,,UNCHANGED,,,
1EF,B8,B8A2FA,Text_1EF_Sign_WhichDirectionBluebirdGoThink,Sign,95,190,,,,,UNCHANGED,,,
1F0,B8,B8A3B8,Text_1F0_Romance_EllenDependsLookAfter,Romance,72,144,,,,,UNCHANGED,,,
1F1,B8,B8A448,Text_1F1_Romance_SorryNowWasAlwaysCheered,Romance,201,402,,,,,UNCHANGED,,,
1F2,B8,B8A5DA,Text_1F2_Dialog_ThankLookingMybird,Dialog,34,68,,,,,UNCHANGED,,,
1F3,B8,B8A61E,Text_1F3_Dialog_RecentlyNothing,Dialog,39,78,,,,,UNCHANGED,,,
1F4,B8,B8A66C,Text_1F4_Dialog_VeryBusy,Dialog,24,48,,,,,UNCHANGED,,,
1F5,B8,B8A69C,Text_1F5_Sign_GoodGodOldHunterLocked,Sign,48,96,,,,,UNCHANGED,,,
1F6,B8,B8A6FC,Text_1F6_Dialog_HelpMyGrandpa,Dialog,24,48,,,,,UNCHANGED,,,
1F7,B8,B8A72C,Text_1F7_Diary_WeveGotSaveHimAs,Diary,46,92,,,,,UNCHANGED,,,
1F8,B8,B8A788,Text_1F8_Sign_GoForwardBecauseInsideCave,Sign,67,134,,,,,UNCHANGED,,,
1F9,B8,B8A80E,Text_1F9_Dialog_GladMadeHesPromisingYoung,Dialog,49,98,,,,,UNCHANGED,,,
1FA,B8,B8A870,Text_1FA_Manual_HaveGotHammerHammer,Manual,37,74,,,,,UNCHANGED,,,
1FB,B8,B8A8BA,Text_1FB_Sign_WhoEveSayGrandfatherWas,Sign,102,204,,,,,UNCHANGED,,,
1FC,B8,B8A986,Text_1FC_Romance_GroanOuchPhewTooOld,Romance,100,200,,,,,UNCHANGED,,,
1FD,B8,B8AA4E,Text_1FD_Dialog_GrandpaGladToseeAlright,Dialog,54,108,,,,,UNCHANGED,,,
1FE,B8,B8AABA,Text_1FE_Dialog_HaveGottenOutMyself,Dialog,45,90,,,,,UNCHANGED,,,
1FF,B8,B8AB14,Text_1FF_Town_GrandpaScaredMeDeathUnreasonable,Town,106,212,,,,,UNCHANGED,,,
200,B8,B8ABE8,Text_200_Dialog_Thank,Dialog,11,22,,,,,UNCHANGED,,,
201,B8,B8ABFE,Text_201_Festival_FlowerFestivalTomorrowWholeTown,Festival,162,324,,,,,UNCHANGED,,,
202,B8,B8AD42,Text_202_Festival_FlowerFestivalOnceUponTime,Festival,242,484,,,,,UNCHANGED,,,
203,B8,B8AF26,Text_203_Shipping_SellingWonderfulThingsFestivalTomorrow,Shipping,88,176,,,,,UNCHANGED,,,
204,B8,B8AFD6,Text_204_Dialog_GivingPresentYear,Dialog,47,94,,,,,UNCHANGED,,,
205,B8,B8B034,Text_205_Manual_GodHasTaughtUsHeart,Manual,95,190,,,,,UNCHANGED,,,
206,B8,B8B0F2,Text_206_Festival_FlowerFestivalTomorrowAlsoCelebrate,Festival,76,152,,,,,UNCHANGED,,,
207,B8,B8B18A,Text_207_Festival_FlowerFestivalTomorrowGoodRelax,Festival,73,146,,,,,UNCHANGED,,,
208,B8,B8B21C,Text_208_Festival_FlowerFestivalTomorrowLoveBest,Festival,78,156,,,,,UNCHANGED,,,
209,B8,B8B2B8,Text_209_Shop_BuyAllUnusualStuffFestival,Shop,51,102,,,,,UNCHANGED,,,
20A,B8,B8B31E,Text_20A_Festival_HehLoveFestivalsLookingForward,Festival,51,102,,,,,UNCHANGED,,,
20B,B8,B8B384,Text_20B_Festival_OneHasGoFestivalBut,Festival,66,132,,,,,UNCHANGED,,,
20C,B8,B8B408,Text_20C_Shipping_SellingBottlesSomeWonderfulPerfume,Shipping,60,120,,,,,UNCHANGED,,,
20D,B8,B8B480,DATA16_B8B480,Dialog,37,74,,,,,UNCHANGED,,,
20E,B8,B8B4CA,Text_20D_Town_MadeRoseFlowersSmellsSweet,Town,185,370,,,,,UNCHANGED,,,
20F,B8,B8B63C,Text_20E_Shop_MadeLilacFlowersFragranceMild,Shop,194,388,,,,,UNCHANGED,,,
210,B8,B8B7C0,Text_20F_Shop_MadeVioletFlowersFragranceMakes,Shop,183,366,,,,,UNCHANGED,,,
211,B8,B8B92E,Text_210_Dialog_ThankVeryMuchCarefulDrop,Dialog,75,150,,,,,UNCHANGED,,,
212,B8,B8B9C4,Text_211_Dialog_SeeLittleDisappointed,Dialog,42,84,,,,,UNCHANGED,,,
213,B8,B8BA18,Text_212_Dialog_WowThanksLotMmmmSmells,Dialog,44,88,,,,,UNCHANGED,,,
214,B8,B8BA70,Text_213_Dialog_MisterHaveEnoughMoney,Dialog,47,94,,,,,UNCHANGED,,,
215,B8,B8BACE,Text_214_Weather_HaveVeryRareProductTime,Weather,263,526,,,,,UNCHANGED,,,
216,B8,B8BCDC,Text_215_Sign_DeliverShedUseWinterMountain,Sign,77,154,,,,,UNCHANGED,,,
217,B8,B8BD76,Text_216_Dialog_BitDisappointedGuaranteeHaveNext,Dialog,77,154,,,,,UNCHANGED,,,
218,B8,B8BE10,Text_217_Manual_FragranceMakesPeopleFeelCalm,Manual,46,92,,,,,UNCHANGED,,,
219,B8,B8BE6C,Text_218_Animal_ComesDownBuy,Animal,44,88,,,,,UNCHANGED,,,
21A,B8,B8BEC4,Text_219_Animal_FeelCalmSeeFlowersMean,Animal,48,96,,,,,UNCHANGED,,,
21B,B8,B8BF24,Text_21A_Shop_WantBuyBottlePerfumeMy,Shop,51,102,,,,,UNCHANGED,,,
21C,B8,B8BF8A,Text_21B_Romance_FragranceSoapBestGirls,Romance,48,96,,,,,UNCHANGED,,,
21D,B8,B8BFEA,Text_21C_Church_SayStatueGoddessLand,Church,49,98,,,,,UNCHANGED,,,
21E,B8,B8C04C,Text_21D_Sign_GoddessLandLivesThemountainVery,Sign,117,234,,,,,UNCHANGED,,,
21F,B8,B8C136,Text_21E_Church_SayGoddessOflandLivesSmall,Church,64,128,,,,,UNCHANGED,,,
220,B8,B8C1B6,Text_21F_Romance_ThinkCarefullyAboutGirlsTastes,Romance,65,130,,,,,UNCHANGED,,,
221,B8,B8C238,Text_220_Animal_MyHeartWarmsUpJoys,Animal,90,180,,,,,UNCHANGED,,,
222,B8,B8C2EC,Text_221_Romance_FlowersSoftenPeoplesMindsMay,Romance,73,146,,,,,UNCHANGED,,,
223,B8,B8C37E,Text_222_Church_FlowersOneMostWonderfulGifts,Church,54,108,,,,,UNCHANGED,,,
224,B8,B8C3EA,Text_223_Festival_LetsDanceLaterDarling,Festival,28,56,,,,,UNCHANGED,,,
225,B8,B8C422,Text_224_Romance_DadWandersLikeEveryYear,Romance,34,68,,,,,UNCHANGED,,,
226,B8,B8C466,Text_225_Town_LetSeeHaveCharacterFit,Town,65,130,,,,,UNCHANGED,,,
227,B8,B8C4E8,Text_226_Romance_ProbablyLikesTypeGirlWho,Romance,65,130,,,,,UNCHANGED,,,
228,B8,B8C56A,Text_227_Dialog_SureButMightBeneatWork,Dialog,70,140,,,,,UNCHANGED,,,
229,B8,B8C5F6,Text_228_Town_FlowersCoverWholeTownHappy,Town,67,134,,,,,UNCHANGED,,,
22A,B8,B8C67C,Text_229_Dialog_SayHappyComeVeGot,Dialog,66,132,,,,,UNCHANGED,,,
22B,B8,B8C700,Text_22A_Romance_HeavenSupposeBloomingFlowersEverywhere,Romance,105,210,,,,,UNCHANGED,,,
22C,B8,B8C7D2,Text_22B_Festival_DanceMuchBetterNow,Festival,33,66,,,,,UNCHANGED,,,
22D,B8,B8C814,Text_22C_Dialog_TooMuchPerfumeMakesMe,Dialog,38,76,,,,,UNCHANGED,,,
22E,B8,B8C860,Text_22D_Church_BelieveStoryGoddessMadeFlowers,Church,90,180,,,,,UNCHANGED,,,
22F,B8,B8C914,Text_22E_Festival_WonderIfMenVeryinterestedKind,Festival,66,132,,,,,UNCHANGED,,,
230,B8,B8C998,Text_22F_Festival_GoodMerryFestivalSometimes,Festival,48,96,,,,,UNCHANGED,,,
231,B8,B8C9F8,Text_230_Manual_HehHehGetRelaxedSmell,Manual,55,110,,,,,UNCHANGED,,,
232,B8,B8CA66,Text_231_Church_GodsGotLittleSenseHumor,Church,118,236,,,,,UNCHANGED,,,
233,B8,B8CB52,Text_232_Town_SayMuchPrettierThanFlowers,Town,84,168,,,,,UNCHANGED,,,
234,B8,B8CBFA,Text_233_Romance_ForgiveIfPickUpAnother,Romance,54,108,,,,,UNCHANGED,,,
235,B8,B8CC66,Text_234_Festival_StartDancingNowIfHavent,Festival,151,302,,,,,UNCHANGED,,,
236,B8,B8CD94,Text_235_Dialog_NowPickUpPartner,Dialog,26,52,,,,,UNCHANGED,,,
237,B8,B8CDC8,Text_236_Dialog_IfHaveSomeMoreHurry,Dialog,38,76,,,,,UNCHANGED,,,
238,B8,B8CE14,Text_237_Festival_NowComesYearsHarvestFestival,Festival,211,422,,,,,UNCHANGED,,,
239,B8,B8CFBA,Text_238_Festival_HarvestFestivalTomorrow,Festival,38,76,,,,,UNCHANGED,,,
23A,B8,B8D006,Text_239_Festival_HaveDecidedTakeFestivalWantto,Festival,105,210,,,,,UNCHANGED,,,
23B,B8,B8D0D8,Text_23A_Dialog_WhatsGoodWonderIfherbsSpices,Dialog,57,114,,,,,UNCHANGED,,,
23C,B8,B8D14A,Text_23B_Dialog_TakeSomethingVeryDeliciousTomorrow,Dialog,76,152,,,,,UNCHANGED,,,
23D,B8,B8D1E2,Text_23C_Festival_HarvestFestivalTomorrowLoveSinging,Festival,79,158,,,,,UNCHANGED,,,
23E,B8,B8D280,Text_23D_Festival_HaveHarvestFestivalTomorrowRight,Festival,86,172,,,,,UNCHANGED,,,
23F,B8,B8D32C,Text_23E_Festival_HarvestFestivalCelebratingYearsHarvest,Festival,65,130,,,,,UNCHANGED,,,
240,B8,B8D3AE,Text_23F_Dialog_BringFoodsEatGreatHarvest,Dialog,56,112,,,,,UNCHANGED,,,
241,B8,B8D41E,Text_240_Animal_HarvestFestivalTomorrowStopWork,Animal,228,456,,,,,UNCHANGED,,,
242,B8,B8D5E6,Text_241_Dialog_WelcomePutBroughtStewNow,Dialog,53,106,,,,,UNCHANGED,,,
243,B8,B8D650,Text_242_Dialog_BringAnythingAlright,Dialog,47,94,,,,,UNCHANGED,,,
244,B8,B8D6AE,Text_243_Dialog_NowWaitUntilDone,Dialog,26,52,,,,,UNCHANGED,,,
245,B8,B8D6E2,Text_244_Dialog_StewEatGratitude,Dialog,51,102,,,,,UNCHANGED,,,
246,B8,B8D748,Text_245_Town_MineWasFlowersWasFairly,Town,41,82,,,,,UNCHANGED,,,
247,B8,B8D79A,Text_246_Romance_WasDeliciousKnowHaveWife,Romance,162,324,,,,,UNCHANGED,,,
248,B8,B8D8DE,Text_247_Animal_CuttingGrassCutAutumnTry,Animal,164,328,,,,,UNCHANGED,,,
249,B8,B8DA26,Text_248_Animal_HappyOnlyIfTasteEat,Animal,63,126,,,,,UNCHANGED,,,
24A,B8,B8DAA4,Text_249_Dialog_Stuffed,Dialog,13,26,,,,,UNCHANGED,,,
24B,B8,B8DABE,Text_24A_Shop_GoodDayTodaySomeFamous,Shop,177,354,,,,,UNCHANGED,,,
24C,B8,B8DC20,Text_24B_Shop_GoodDayTodaySomeRice,Shop,219,438,,,,,UNCHANGED,,,
24D,B8,B8DDD6,Text_24C_Dialog_ThankCarefulTogetAddicted,Dialog,42,84,,,,,UNCHANGED,,,
24E,B8,B8DE2A,Text_24D_Dialog_SayOneBiteMakesHappy,Dialog,53,106,,,,,UNCHANGED,,,
24F,B8,B8DE94,Text_24E_Manual_BringAnythingYearSuchHard,Manual,81,162,,,,,UNCHANGED,,,
250,B8,B8DF36,Text_24F_Dialog_FruitsSouthernCountryTasteGood,Dialog,92,184,,,,,UNCHANGED,,,
251,B8,B8DFEE,Text_250_Festival_DanceVeryYet,Festival,29,58,,,,,UNCHANGED,,,
252,B8,B8E028,Text_251_Dialog_DancingStartPrettySoon,Dialog,34,68,,,,,UNCHANGED,,,
253,B8,B8E06C,Text_252_Church_EvenIfBelieveIngodGood,Church,113,226,,,,,UNCHANGED,,,
254,B8,B8E14E,Text_253_Church_EvenIfBelieveIngodGood,Church,66,132,,,,,UNCHANGED,,,
255,B8,B8E1D2,Text_254_Church_GoddessLandExistsSure,Church,45,90,,,,,UNCHANGED,,,
256,B8,B8E22C,Text_255_Dialog_ThoughtTime,Dialog,41,82,,,,,UNCHANGED,,,
257,B8,B8E27E,Text_256_Dialog_EatWantC,Dialog,69,138,,,,,UNCHANGED,,,
258,B8,B8E308,Text_257_Dialog_ThankNice,Dialog,28,56,,,,,UNCHANGED,,,
259,B8,B8E340,Text_258_Dialog_Waaa,Dialog,6,12,,,,,UNCHANGED,,,
25A,B8,B8E34C,Text_259_Dialog_MadePumpkinPieWantTry,Dialog,86,172,,,,,UNCHANGED,,,
25B,B8,B8E3F8,Text_25A_Dialog_YearsPumpkinsSweet,Dialog,47,94,,,,,UNCHANGED,,,
25C,B8,B8E456,Text_25B_Dialog_YeahPumpkinPieHasReceived,Dialog,57,114,,,,,UNCHANGED,,,
25D,B8,B8E4C8,Text_25C_Manual_GiveSpecialSouvenirClockFree,Manual,102,204,,,,,UNCHANGED,,,
25E,B8,B8E594,Text_25D_Dialog_ThinkImportantThankLandSun,Dialog,90,180,,,,,UNCHANGED,,,
25F,B8,B8E648,Text_25E_Dialog_TaraahAutoHarvestingMachineSwitch,Dialog,96,192,,,,,UNCHANGED,,,
260,B8,B8E708,Text_25F_Dialog_SorryFailed,Dialog,14,28,,,,,UNCHANGED,,,
261,B8,B8E724,Text_260_Dialog_Afraid,Dialog,24,48,,,,,UNCHANGED,,,
262,B8,B8E754,Text_261_Dialog_Right,Dialog,24,48,,,,,UNCHANGED,,,
263,B8,B8E784,Text_262_Dialog_TasteGoodHuhCalledFruit,Dialog,143,286,,,,,UNCHANGED,,,
264,B8,B8E8A2,Text_263_Dialog_PickUpFirstThingMorning,Dialog,64,128,,,,,UNCHANGED,,,
265,B8,B8E922,Text_264_Dialog_SpecialMeatPieImadeWant,Dialog,79,158,,,,,UNCHANGED,,,
266,B8,B8E9C0,Text_265_Romance_MakeEverythingEatSeemDelicious,Romance,73,146,,,,,UNCHANGED,,,
267,B8,B8EA52,Text_266_Dialog_AlrightPrettyGoodThough,Dialog,37,74,,,,,UNCHANGED,,,
268,B8,B8EA9C,Text_267_Mountain_BerryJuiceMadeLastYear,Mountain,124,248,,,,,UNCHANGED,,,
269,B8,B8EB94,Text_268_Dialog_IfThinkManDrinkUp,Dialog,38,76,,,,,UNCHANGED,,,
26A,B8,B8EBE0,Text_269_Dialog_GoodThough,Dialog,27,54,,,,,UNCHANGED,,,
26B,B8,B8EC16,Text_26A_Romance_OofSorryFeelGoodHave,Romance,141,282,,,,,UNCHANGED,,,
26C,B8,B8ED30,Text_26B_Dialog_TaraaaImprovedAutoHarvestingMachine,Dialog,93,186,,,,,UNCHANGED,,,
26D,B8,B8EDEA,Text_26C_Dialog_Weird,Dialog,10,20,,,,,UNCHANGED,,,
26E,B8,B8EDFE,Text_26D_Dialog_HaHaHaHaHa,Dialog,76,152,,,,,UNCHANGED,,,
26F,B8,B8EE96,Text_26E_Festival_StarNightFestivaltomorrowCoupleofPlaces,Festival,128,256,,,,,UNCHANGED,,,
270,B8,B8EF96,Text_26F_Dialog_WildGrapeJuiceSweetGood,Dialog,94,188,,,,,UNCHANGED,,,
271,B8,B8F052,Text_270_Dialog_CheersGiftsEarth,Dialog,35,70,,,,,UNCHANGED,,,
272,B8,B8F098,Text_271_Dialog_VerySociable,Dialog,40,80,,,,,UNCHANGED,,,
273,B8,B8F0E8,Text_272_Animal_FlowerFestivalTomorrowStopWork,Animal,265,530,,,,,UNCHANGED,,,
274,B8,B8F2FA,Text_273_Weather_InformationEventHaveAnnualeggFestival,Weather,158,316,,,,,UNCHANGED,,,
275,B8,B8F436,Text_274_Animal_EggFestivalTomorrowStopWork,Animal,243,486,,,,,UNCHANGED,,,
276,B8,B8F61C,Text_275_Dialog_KidneyPieProudTryC,Dialog,93,186,,,,,UNCHANGED,,,
277,B8,B8F6D6,Text_276_Dialog_VeryNourishingThough,Dialog,36,72,,,,,UNCHANGED,,,
278,B8,B8F71E,Text_277_Mountain_YearOldBerryJuiceSmells,Mountain,105,210,,,,,UNCHANGED,,,
279,B8,B8F7F0,Text_278_Dialog_MyGrandpasFavoriteJuice,Dialog,35,70,,,,,UNCHANGED,,,
27A,B8,B8F836,Text_279_Dialog_DrinkMyJuice,Dialog,36,72,,,,,UNCHANGED,,,
27B,B8,B8F87E,Text_27A_Romance_MayAbleHavePleasantMoments,Romance,55,110,,,,,UNCHANGED,,,
27C,B8,B8F8EC,Text_27B_Romance_UltraSpecialAutoHarvestingMachine,Romance,177,354,,,,,UNCHANGED,,,
27D,B8,B8FA4E,Text_27C_Dialog_WhetherLikeItor,Dialog,36,72,,,,,UNCHANGED,,,
27E,B8,B8FA96,Text_27D_Dialog_FreshIngredientsAffectionNecessaryMake,Dialog,79,158,,,,,UNCHANGED,,,
27F,B8,B8FB34,Text_27E_Dialog_TastyRiceBallsDumplingsTry,Dialog,95,190,,,,,UNCHANGED,,,
280,B8,B8FBF2,Text_27F_Dialog_Congratulations,Dialog,17,34,,,,,UNCHANGED,,,
281,B8,B8FC14,Text_280_Dialog_GoingHaveBabyprettySoon,Dialog,41,82,,,,,UNCHANGED,,,
282,B8,B8FC66,Text_281_Romance_HoHoLookBabyCute,Romance,51,102,,,,,UNCHANGED,,,
283,B8,B8FCCC,Text_282_Dialog_HaveMyPartnerYoudBetter,Dialog,61,122,,,,,UNCHANGED,,,
284,B8,B8FD46,Text_283_Festival_WantDanceSomeoneElse,Festival,42,84,,,,,UNCHANGED,,,
285,B8,B8FD9A,Text_284_Festival_YoungManDanceYoungGirl,Festival,47,94,,,,,UNCHANGED,,,
286,B8,B8FDF8,Text_285_Dialog_BringMeMoreJuice,Dialog,21,42,,,,,UNCHANGED,,,
287,B8,B8FE22,Text_286_Dialog_WasDelicious,Dialog,18,36,,,,,UNCHANGED,,,
288,B8,B8FE46,Text_287_Festival_WantDanceSomeoneElse,Festival,50,100,,,,,UNCHANGED,,,
289,B8,B8FEAA,Text_288_Festival_YeahWantDanceMaria,Festival,35,70,,,,,UNCHANGED,,,
28A,B8,B8FEF0,Text_289_Festival_NewYearsFestivaltomorrowSayThelast,Festival,136,272,,,,,UNCHANGED,,,
28B,B9,B98000,Text_28A_Festival_DanceButMeansMoreBecause,Festival,82,164,,,,,UNCHANGED,,,
28C,B9,B980A4,Text_28B_Festival_WhoGoingAskDanceGoing,Festival,74,148,,,,,UNCHANGED,,,
28D,B9,B98138,Text_28C_Romance_NeverCancelChooseCarefullyRegret,Romance,70,140,,,,,UNCHANGED,,,
28E,B9,B981C4,Text_28D_Festival_ThanksgivingFestivalTomorrowNiceSmell,Festival,130,260,,,,,UNCHANGED,,,
28F,B9,B982C8,Text_28E_Festival_ThanksgivingFestivalTomorrowAllHusbands,Festival,210,420,,,,,UNCHANGED,,,
290,B9,B9846C,Text_28F_Romance_BecauseGirlsGiveCakesPeople,Romance,95,190,,,,,UNCHANGED,,,
291,B9,B9852A,Text_290_Diary_GoingBedNowGoodNight,Diary,40,80,,,,,UNCHANGED,,,
292,B9,B9857A,Text_291_Dialog_HehHehVeryDeliciousWant,Dialog,109,218,,,,,UNCHANGED,,,
293,B9,B98654,Text_292_Festival_ThanksgivingFestivalTodayDarlingThank,Festival,111,222,,,,,UNCHANGED,,,
294,B9,B98732,Text_293_Dialog_WorkNow,Dialog,36,72,,,,,UNCHANGED,,,
295,B9,B9877A,Text_294_Dialog_Fidgety,Dialog,11,22,,,,,UNCHANGED,,,
296,B9,B98790,Text_295_Dialog_ThumpThumpThump,Dialog,21,42,,,,,UNCHANGED,,,
297,B9,B987BA,Text_296_Animal_EllenGoodCookAndtakesGood,Animal,121,242,,,,,UNCHANGED,,,
298,B9,B988AC,Text_297_Romance_LoveMyWifesCakeBut,Romance,65,130,,,,,UNCHANGED,,,
299,B9,B9892E,Text_298_Dialog_ScorchedCakeAgain,Dialog,27,54,,,,,UNCHANGED,,,
29A,B9,B98964,Text_299_Dialog_WhatShouldIDo,Dialog,18,36,,,,,UNCHANGED,,,
29B,B9,B98988,Text_29A_Romance_AnnsHandMadeCakeExplode,Romance,51,102,,,,,UNCHANGED,,,
29C,B9,B989EE,Text_29B_Romance_GetCakeMariaEveryYear,Romance,40,80,,,,,UNCHANGED,,,
29D,B9,B98A3E,Text_29C_Romance_YeahGotCakeMaria,Romance,35,70,,,,,UNCHANGED,,,
29E,B9,B98A84,Text_29D_Animal_AbleBakePerfectlyDeliciousCake,Animal,79,158,,,,,UNCHANGED,,,
29F,B9,B98B22,Text_29E_Dialog_HopeLike,Dialog,46,92,,,,,UNCHANGED,,,
2A0,B9,B98B7E,Text_29F_Romance_UummThankWorkingEveryDay,Romance,39,78,,,,,UNCHANGED,,,
2A1,B9,B98BCC,Text_2A0_Dialog_Hello,Dialog,7,14,,,,,UNCHANGED,,,
2A2,B9,B98BDA,Text_2A1_Dialog_GiveNotsureIfTastesGood,Dialog,61,122,,,,,UNCHANGED,,,
2A3,B9,B98C54,Text_2A2_Dialog_WantMedicineCase,Dialog,34,68,,,,,UNCHANGED,,,
2A4,B9,B98C98,Text_2A3_Dialog_MyDadRudeLookedatMy,Dialog,67,134,,,,,UNCHANGED,,,
2A5,B9,B98D1E,Text_2A4_Dialog_SpecialHerbCake,Dialog,39,78,,,,,UNCHANGED,,,
2A6,B9,B98D6C,Text_2A5_Dialog_LookVeryGoodButDelicious,Dialog,52,104,,,,,UNCHANGED,,,
2A7,B9,B98DD4,Text_2A6_Dialog_MyMomWanderingAroundBaked,Dialog,82,164,,,,,UNCHANGED,,,
2A8,B9,B98E78,Text_2A7_Animal_UsedPlentyMilkEggs,Animal,34,68,,,,,UNCHANGED,,,
2A9,B9,B98EBC,Text_2A8_Dialog_HaveConfidenceMakingSweets,Dialog,36,72,,,,,UNCHANGED,,,
2AA,B9,B98F04,Text_2A9_Dialog_ProbablyThinkMonkeySomethingRight,Dialog,99,198,,,,,UNCHANGED,,,
2AB,B9,B98FCA,Text_2AA_Dialog_CakeFulledBerries,Dialog,37,74,,,,,UNCHANGED,,,
2AC,B9,B99014,Text_2AB_Dialog_HopeLike,Dialog,20,40,,,,,UNCHANGED,,,
2AD,B9,B9903C,Text_2AC_Festival_NowStarNightFestivalTomorrow,Festival,134,268,,,,,UNCHANGED,,,
2AE,B9,B99148,Text_2AD_Animal_StarNightFestivalSupposedPray,Animal,128,256,,,,,UNCHANGED,,,
2AF,B9,B99248,Text_2AE_Dialog_LookSkyItllBeautifulTomorrow,Dialog,63,126,,,,,UNCHANGED,,,
2B0,B9,B992C6,Text_2AF_Church_GoingPlayOrganChurch,Church,40,80,,,,,UNCHANGED,,,
2B1,B9,B99316,Text_2B0_Dialog_TomorrowHehHehGoingWonderful,Dialog,50,100,,,,,UNCHANGED,,,
2B2,B9,B9937A,Text_2B1_Dialog_SayGoingNearestplaceStars,Dialog,48,96,,,,,UNCHANGED,,,
2B3,B9,B993DA,Text_2B2_Church_PrayPublicSquareRomantic,Church,49,98,,,,,UNCHANGED,,,
2B4,B9,B9943C,Text_2B3_Dialog_LetsHaveBallTomorrowWaiting,Dialog,49,98,,,,,UNCHANGED,,,
2B5,B9,B9949E,Text_2B4_Festival_StarNightFestivaltomorrowGoingPlace,Festival,75,150,,,,,UNCHANGED,,,
2B6,B9,B99534,Text_2B5_Festival_StarNightFestivaltomorrowGoingPlace,Festival,103,206,,,,,UNCHANGED,,,
2B7,B9,B99602,Text_2B6_Sign_StarNightFestivaltodayGoPublic,Sign,116,232,,,,,UNCHANGED,,,
2B8,B9,B996EA,Text_2B7_Church_LadiesGentlemenLetsPrayStars,Church,54,108,,,,,UNCHANGED,,,
2B9,B9,B99756,Text_2B8_Animal_LightStarsSeeingNowMillions,Animal,114,228,,,,,UNCHANGED,,,
2BA,B9,B9983A,Text_2B9_Dialog_MayMyBusinessGetBetter,Dialog,36,72,,,,,UNCHANGED,,,
2BB,B9,B99882,Text_2BA_Dialog_WantMeReadHoroscopeSure,Dialog,79,158,,,,,UNCHANGED,,,
2BC,B9,B99920,Text_2BB_Romance_GirlWhoGetsAlongWellwith,Romance,61,122,,,,,UNCHANGED,,,
2BD,B9,B9999A,Text_2BC_Dialog_WantKnow,Dialog,34,68,,,,,UNCHANGED,,,
2BE,B9,B999DE,Text_2BD_Animal_CloseMyEyesFeellikeFloating,Animal,67,134,,,,,UNCHANGED,,,
2BF,B9,B99A64,Text_2BE_Church_PrayEverybodysGoodHealthSecret,Church,81,162,,,,,UNCHANGED,,,
2C0,B9,B99B06,Text_2BF_Romance_StarsShinningAllTimeSeethem,Romance,207,414,,,,,UNCHANGED,,,
2C1,B9,B99CA4,Text_2C0_Church_SometimesWorkEvenifMuchLove,Church,117,234,,,,,UNCHANGED,,,
