group,entry,target,pass81_entry_alias,group_semantic_name,pass82_owner_domain,pass83_visual_domain,pass82_scene_role,pass83_visual_role,pass83_visual_confidence,visual_commands,visual_pointer_refs,candidate_visual_refs,ref_class_counts,direct_text_ids,text_preview_sample,pseudocode_preview
$00,99,$B39161,EventScript_G00_Entry099_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,object_parameter_setup,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectParam WaitOrSetCCCounter SetCCObjectPointer,$01CB $003C $86A8 $B38C,$86A8,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2,,,"SetCCObjectParam(param=$01CB, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86A8) ; Jump(target=$B38CFC)"
$00,100,$B3916E,EventScript_G00_Entry100_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,object_parameter_setup,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectParam WaitOrSetCCCounter SetCCObjectPointer,$01BF $003C $86C0 $B38C,$86C0,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2,,,"SetCCObjectParam(param=$01BF, value=$01) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86C0) ; Jump(target=$B38CEF)"
$00,101,$B3917B,EventScript_G00_Entry101_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,object_parameter_setup,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectParam WaitOrSetCCCounter SetCCObjectPointer,$01BF $003C $86C0 $B38C,$86C0,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2,,,"SetCCObjectParam(param=$01BF, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86C0) ; Jump(target=$B38CEF)"
$00,102,$B39188,EventScript_G00_Entry102_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,object_parameter_setup,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectParam WaitOrSetCCCounter SetCCObjectPointer,$01BF $003C $86C0 $B38C,$86C0,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2,,,"SetCCObjectParam(param=$01BF, value=$01) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86C0) ; Jump(target=$B38CEF)"
$00,103,$B39195,EventScript_G00_Entry103_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,object_parameter_setup,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectParam WaitOrSetCCCounter SetCCObjectPointer,$01BF $003C $86C0 $B38C,$86C0,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2,,,"SetCCObjectParam(param=$01BF, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86C0) ; Jump(target=$B38CEF)"
$00,108,$B391CA,EventScript_G00_Entry108_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$86D8 $B38D,$86D8,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$86D8) ; Jump(target=$B38D23)
$00,109,$B391D0,EventScript_G00_Entry109_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8810 $B38D,$8810,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8810) ; Jump(target=$B38D28)
$00,110,$B391D6,EventScript_G00_Entry110_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$881C $B38D,$881C,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$881C) ; Jump(target=$B38D28)
$00,111,$B391DC,EventScript_G00_Entry111_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8828 $B38D,$8828,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8828) ; Jump(target=$B38D28)
$00,112,$B391E2,EventScript_G00_Entry112_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8708 $B38D,$8708,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8708) ; Jump(target=$B38D16)
$00,113,$B391E8,EventScript_G00_Entry113_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8834 $B38D,$8834,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8834) ; Jump(target=$B38D1B)
$00,114,$B391EE,EventScript_G00_Entry114_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8840 $B38D,$8840,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8840) ; Jump(target=$B38D1B)
$00,115,$B391F4,EventScript_G00_Entry115_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$884C $B38D,$884C,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$884C) ; Jump(target=$B38D1B)
$00,116,$B391FA,EventScript_G00_Entry116_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$86A8 $B38C,$86A8,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$86A8) ; Jump(target=$B38CFC)
$00,117,$B39200,EventScript_G00_Entry117_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$88B8 $B38D,$88B8,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$88B8) ; Jump(target=$B38D01)
$00,118,$B39206,EventScript_G00_Entry118_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$88C4 $B38D,$88C4,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$88C4) ; Jump(target=$B38D01)
$00,119,$B3920C,EventScript_G00_Entry119_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$88D0 $B38D,$88D0,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$88D0) ; Jump(target=$B38D01)
$00,120,$B39212,EventScript_G00_Entry120_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$86C0 $B38C,$86C0,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$86C0) ; Jump(target=$B38CEF)
$00,121,$B39218,EventScript_G00_Entry121_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$88DC $B38C,$88DC,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$88DC) ; Jump(target=$B38CF4)
$00,122,$B3921E,EventScript_G00_Entry122_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$88E8 $B38C,$88E8,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$88E8) ; Jump(target=$B38CF4)
$00,123,$B39224,EventScript_G00_Entry123_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8918 $B38C,$8918,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8918) ; Jump(target=$B38CF4)
$00,124,$B3922A,EventScript_G00_Entry124_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SpawnOrMoveCCObject SetCCVelocityOrDelta SetCCObjectParam WaitOrSetCCCounter,$FFE0 $01D8 $83B4 $02BE $0001 $B392,$83B4,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 high_bank_pointer_or_immediate_word:1 low_immediate_param_or_small_id:2 mid_range_value_or_table_offset:1,,,"SpawnOrMoveCCObject(x=$FFE0, y=$01D8, visual=$83B4, mode=$02) ; SetCCVelocityOrDelta(a=$01, b=$00, c=$40, d=$01) ; SetCCObjectParam(param=$02BE, value=$01) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3923B)"
$00,125,$B39241,EventScript_G00_Entry125_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SpawnOrMoveCCObject SetCCVelocityOrDelta StopOrDisableCCSlot,$0020 $01D8 $83B4,$83B4,candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2,,,"SpawnOrMoveCCObject(x=$0020, y=$01D8, visual=$83B4, mode=$03) ; SetCCVelocityOrDelta(a=$FF, b=$00, c=$40, d=$01) ; EventCoreUNK1() ; StopOrDisableCCSlot()"
$00,126,$B39250,EventScript_G00_Entry126_ObjectAnimalHouseUpgradeDialogHub_StateGate,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SpawnOrMoveCCObject SetCCObjectParam WaitOrSetCCCounter SetCCObjectParam WaitOrSetCCCounter,$01A8 $0328 $87C8 $7F1F $B392 $7F1F $B392 $7F1F $B392 $B392 $03DA $00B4,$87C8,bank_b3_b5_script_target_or_local_pointer:4 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2 mid_range_value_or_table_offset:2 wram_or_runtime_cc_state_ref:3,,,"SpawnOrMoveCCObject(x=$01A8, y=$0328, visual=$87C8, mode=$00) ; JumpIfEqualsByte(mem=$7F1F19, value=$00, target=$B39270) ; JumpIfEqualsByte(mem=$7F1F19, value=$01, target=$B39281) ; JumpIfEqualsByte(mem=$7F1F19, value=$02, target=$B392A0) ; Jump(target=$B392AD) ; SetCCObjectParam(param=$03DA, value=$00) ; WaitOrSetCCCounter(value=$00B4) ; SetCCObjectParam(param=$03D9, value=$00) ; WaitOrSetCCCounter(value=$00F0) ; Jump(target=$B39270) ; ..."
$00,127,$B392B3,EventScript_G00_Entry127_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SpawnOrMoveCCObject SetCCObjectParam2D,$0018 $0048 $87C8,$87C8,candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2,,,"SpawnOrMoveCCObject(x=$0018, y=$0048, visual=$87C8, mode=$00) ; SetCCObjectParam2D() ; UnknownOpcode_$C1()"
$00,128,$B392D0,EventScript_G00_Entry128_ObjectAnimalHouseUpgradeDialogHub_ObjectVisual,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,visual_object_setup_or_spawn,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectPointer,$8768 $B38D,$8768,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1,,,SetCCObjectPointer(ptr=$8768) ; Jump(target=$B38DC0)
$00,130,$B392DF,EventScript_G00_Entry130_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,object_parameter_setup,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectParam WaitOrSetCCCounter SetCCObjectPointer,$01B9 $003C $86F0 $B38D,$86F0,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2,,,"SetCCObjectParam(param=$01B9, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86F0) ; Jump(target=$B38D30)"
$00,131,$B392EC,EventScript_G00_Entry131_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,object_parameter_setup,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectParam WaitOrSetCCCounter SetCCObjectPointer,$01B8 $003C $86F0 $B38D,$86F0,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2,,,"SetCCObjectParam(param=$01B8, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86F0) ; Jump(target=$B38D30)"
$00,132,$B392F9,EventScript_G00_Entry132_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,object_parameter_setup,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectParam WaitOrSetCCCounter SetCCObjectPointer,$01B2 $003C $86F0 $B38D,$86F0,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2,,,"SetCCObjectParam(param=$01B2, value=$01) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86F0) ; Jump(target=$B38D30)"
$00,133,$B39306,EventScript_G00_Entry133_ObjectAnimalHouseUpgradeDialogHub_ObjectParamSetup,ObjectAnimalHouseUpgradeDialogHub,animal_livestock_general,general_livestock_visual_context,object_parameter_setup,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SetCCObjectParam WaitOrSetCCCounter SetCCObjectPointer,$01B2 $003C $86F0 $B38D,$86F0,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:2,,,"SetCCObjectParam(param=$01B2, value=$00) ; WaitOrSetCCCounter(value=$003C) ; SetCCObjectPointer(ptr=$86F0) ; Jump(target=$B38D30)"
$00,134,$B39313,EventScript_G00_Entry134_EveHouseUpgradeHouseUpgradeFamily,ObjectAnimalHouseUpgradeDialogHub,animal_dog_pet,dog_pet_visual_context,dialogue_textbox_flow,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SpawnOrMoveCCObject SetCCObjectParam2D SpawnOrMoveCCObject SetCCObjectParam2D,$0058 $0148 $8258 $1293 $013A $B393 $0088 $0120 $8264,$8258 $8264,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:2 low_immediate_param_or_small_id:5 mid_range_value_or_table_offset:1,013A 013B 013C,"Text_13A_Dialog_BuildTerrificOneLookForward: I'll build a terrific one, Look forward to it. | Text_13B_Dialog_CostsGEnlargeHouseTake: It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2><CTRL_B2>G to enlarge your house. T | Text_13C_Dialog_Have: Oh no:just do what you have to do.OK?","SpawnOrMoveCCObject(x=$0058, y=$0148, visual=$8258, mode=$02) ; SetCCObjectParam2D() ; TextRelated(a=$1293, b=$1B, c=$93) ; StartTextBox(text_id=$013A, mode=$00) ; Jump(target=$B3931B) ; SpawnOrMoveCCObject(x=$0088, y=$0120, visual=$8264, mode=$00) ; SetCCObjectParam2D() ; DogRelated() ; UnknownOpcode_$93()"
$00,135,$B39313,EventScript_G00_Entry135_EveHouseUpgradeHouseUpgradeFamily,ObjectAnimalHouseUpgradeDialogHub,animal_dog_pet,dog_pet_visual_context,dialogue_textbox_flow,cc_object_visual_pointer_setup,high_exact_cc_visual_command,SpawnOrMoveCCObject SetCCObjectParam2D SpawnOrMoveCCObject SetCCObjectParam2D,$0058 $0148 $8258 $1293 $013A $B393 $0088 $0120 $8264,$8258 $8264,bank_b3_b5_script_target_or_local_pointer:1 candidate_visual_gobj_pointer_or_asset_table:2 low_immediate_param_or_small_id:5 mid_range_value_or_table_offset:1,013A 013B 013C,"Text_13A_Dialog_BuildTerrificOneLookForward: I'll build a terrific one, Look forward to it. | Text_13B_Dialog_CostsGEnlargeHouseTake: It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2><CTRL_B2>G to enlarge your house. T | Text_13C_Dialog_Have: Oh no:just do what you have to do.OK?","SpawnOrMoveCCObject(x=$0058, y=$0148, visual=$8258, mode=$02) ; SetCCObjectParam2D() ; TextRelated(a=$1293, b=$1B, c=$93) ; StartTextBox(text_id=$013A, mode=$00) ; Jump(target=$B3931B) ; SpawnOrMoveCCObject(x=$0088, y=$0120, visual=$8264, mode=$00) ; SetCCObjectParam2D() ; DogRelated() ; UnknownOpcode_$93()"
$01,1,$B39D05,EventScript_G01_Entry001_MariaEveFlorist,MixedNpcFestivalRomanceDialogHub,animal_livestock_general,general_livestock_visual_context,dialogue_textbox_flow,cc_object_visual_pointer_setup,high_exact_cc_visual_command,WaitOrSetCCCounter SpawnOrMoveCCObject SetCCObjectBoxOrAnim SetCCObjectAndJump SetCCObjectParam4,$B39D $B39E $0001 $B39D $00A8 $0078 $8300 $1020 $0C01 $B39D $489D $B39D,$8300,bank_b3_b5_script_target_or_local_pointer:5 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:3 mid_range_value_or_table_offset:3,0035 0036 003A 003B 003F 01C6 01C9 01CD 01CE 0200 0202 020B 023D 023E 02AD 02AE 03B8 03B9 03BF 03C0 03C1 03C2 03EC 03ED,Text_1C9_Dialog_GivingWrongPerson: Hey: you are giving it to a wrong person. | Text_200_Dialog_Thank: Thank you. | Text_3B8_Dialog_Want: I don't want it.,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B39D14) ; StartNestedScriptSlot(slot=$02, target=$B39E2A) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B39D0E) ; SpawnOrMoveCCObject(x=$00A8, y=$0078, visual=$8300, mode=$00) ; SetCCObjectBoxOrAnim(a=$1020, b=$0C01, c=$83, d=$14) ; SetCCObjectAndJump(target=$B39D41) ; SetCCObjectParam4(a=$5E, ptr=$489D, d=$9D) ; Jump(target=$B39D23) ; ..."
$01,2,$B39F3E,EventScript_G01_Entry002_MariaEveChurch,MixedNpcFestivalRomanceDialogHub,animal_livestock_general,general_livestock_visual_context,dialogue_textbox_flow,cc_object_visual_pointer_setup,high_exact_cc_visual_command,WaitOrSetCCCounter SpawnOrMoveCCObject SetCCObjectAndJump SetCCObjectParam4 SetCCObjectAndJump SetCCObjectParam4,$B39F $0001 $B39F $0068 $00E8 $8354 $B39F $849F $B39F $B39F $849F,$8354 $849F $849F,bank_b3_b5_script_target_or_local_pointer:5 candidate_visual_gobj_pointer_or_asset_table:3 low_immediate_param_or_small_id:3,0057 0058 01CF 01E0 0200 0205 03B0 03CB 03CC 03DC 03F0 0405,"Text_1E0_Animal_TraditionAreaCalledBlueFeather: That's a tradition in this area called ""Blue feather ofhappiness."" Use it when y | Text_200_Dialog_Thank: Thank you. | Text_3B0_Dialog_ThThank: ......Th-thank you.","ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B39F49) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B39F43) ; SpawnOrMoveCCObject(x=$0068, y=$00E8, visual=$8354, mode=$00) ; SetCCObjectAndJump(target=$B39F7D) ; SetCCObjectParam4(a=$9A, ptr=$849F, d=$9F) ; Jump(target=$B39F51) ; SetCCObjectAndJump(target=$B39F7D) ; SetCCObjectParam4(a=$9A, ptr=$849F, d=$9F) ; ..."
$01,3,$B3A086,EventScript_G01_Entry003_NinaEveShipping,MixedNpcFestivalRomanceDialogHub,npc_family_romance,npc_family_event_visual_context,dialogue_textbox_flow,cc_object_visual_pointer_setup,high_exact_cc_visual_command,WaitOrSetCCCounter SpawnOrMoveCCObject SetCCObjectAndJump SetCCObjectParam4,$B3A0 $0001 $B3A0 $0028 $0168 $83FC $B3A0 $ABA0 $B3A0 $01C6 $B3A0,$83FC $ABA0,bank_b3_b5_script_target_or_local_pointer:5 candidate_bank_asset_or_table_pointer:1 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:4,0046 0047 01C6 0200 0203 02AE 03B9 03C5 03C6 03EF,Text_1C6_Romance_SillyMarried: Don't be silly:I'm married. | Text_200_Dialog_Thank: Thank you. | Text_3B9_Dialog_Trouble: I could be in trouble.,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3A091) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3A08B) ; SpawnOrMoveCCObject(x=$0028, y=$0168, visual=$83FC, mode=$02) ; SetCCObjectAndJump(target=$B3A0A4) ; SetCCObjectParam4(a=$C9, ptr=$ABA0, d=$A0) ; Jump(target=$B3A099) ; StartTextBox(text_id=$01C6, mode=$00) ; Jump(target=$B3A099) ; ..."
$01,4,$B3A162,EventScript_G01_Entry004_AnnEveLivestock,MixedNpcFestivalRomanceDialogHub,animal_dog_pet,dog_pet_visual_context,dialogue_textbox_flow,cc_object_visual_pointer_setup,high_exact_cc_visual_command,WaitOrSetCCCounter SpawnOrMoveCCObject SetCCObjectAndJump,$B3A1 $B3A1 $0001 $B3A1 $7F1F $B3A1 $B3A2 $B3A1 $0028 $0168 $8318 $B3A1,$8318,bank_b3_b5_script_target_or_local_pointer:7 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:3 wram_or_runtime_cc_state_ref:1,0040 0041 0049 0096 0097 0098 0099 009A 009B 009C 009D 009E 009F 00A0 00A1 00A7 0176 01CA 01DC 01DE 0200 0207 0212 0239 02B0 03B2 03B4 03C3 03C4 03DC 03EE 03F9 0416 043E,Text_1CA_Romance_HaveGiveGirlLoveGirl: You have to give it to the girl you love: OK? To the girl you want to marry. | Text_200_Dialog_Thank: Thank you. | Text_049_Dialog_Entry: ....,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3A17E) ; Jump(target=$B3A170) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3A16A) ; JumpIfFlagSet(mem=$7F1F66, bit=$01, target=$B3A17B) ; StartNestedScriptSlot(slot=$02, target=$B3A26D) ; Jump(target=$B3A16A) ; SpawnOrMoveCCObject(x=$0028, y=$0168, visual=$8318, mode=$02) ; SetCCObjectAndJump(target=$B3A197) ; ..."
$01,5,$B3A438,EventScript_G01_Entry005_EveEllenLivestock,MixedNpcFestivalRomanceDialogHub,animal_dog_pet,dog_pet_visual_context,dialogue_textbox_flow,cc_object_visual_pointer_setup,high_exact_cc_visual_command,WaitOrSetCCCounter SpawnOrMoveCCObject SetCCObjectAndJump,$B3A4 $B3A5 $7F1F $B3A4 $7F1F $B3A4 $B3A5 $0001 $B3A4 $0028 $0198 $8330,$8330,bank_b3_b5_script_target_or_local_pointer:6 candidate_visual_gobj_pointer_or_asset_table:1 low_immediate_param_or_small_id:3 wram_or_runtime_cc_state_ref:2,004C 004D 0051 0052 01C7 01C8 01ED 0200 023F 03BB 03BC 03C7 03C8 03C9 03CA 03EC 03FD,Text_1C7_Dialog_WhoPlayingJokeYoungMan: Who are you playing a joke on:young man? | Text_200_Dialog_Thank: Thank you. | Text_3BB_Dialog_TakeKindofStuff: What? I can't take this kindof stuff.,"ChangeGameState2() ; StartNestedScriptSlot(slot=$01, target=$B3A459) ; StartNestedScriptSlot(slot=$02, target=$B3A538) ; JumpIfFlagSet(mem=$7F1F6C, bit=$02, target=$B3A453) ; JumpIfFlagSet(mem=$7F1F6C, bit=$03, target=$B3A453) ; StartNestedScriptSlot(slot=$03, target=$B3A5A3) ; WaitOrSetCCCounter(value=$0001) ; Jump(target=$B3A453) ; SpawnOrMoveCCObject(x=$0028, y=$0198, visual=$8330, mode=$02) ; SetCCObjectAndJump(target=$B3A475) ; ..."
